,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
163,-9,9,4,6,-4,-1,-5,5,2,7,3,-3,11,6,6,-3,6,-7,10,4,-13,2,7,-10,3,-6,2,4,-5,9,-1,8
164,-4,8,6,4,-2,3,1,2,-2,1,2,3,7,8,5,3,5,-3,6,3,-5,8,4,-6,2,-3,1,2,3,8,2,8
165,2,10,7,0,2,9,4,0,-4,0,-1,5,4,9,2,10,3,4,5,0,0,12,-1,-3,-1,3,-1,-1,7,3,6,3
166,11,9,3,-4,10,15,10,-2,-9,-2,-7,10,2,11,-1,13,-1,8,1,-1,7,12,0,-1,-4,7,-5,-5,10,1,12,1
167,14,10,4,-7,12,20,11,-7,-10,-7,-10,15,-1,13,-1,13,-6,11,-1,-5,10,12,-3,5,-6,12,-8,-7,12,-3,14,-4
168,16,11,2,-5,14,18,12,-10,-12,-9,-13,14,-6,11,-4,12,-6,13,-5,-8,13,12,-6,8,-7,12,-8,-10,12,-7,15,-5
169,14,10,3,-10,13,16,14,-11,-14,-13,-16,14,-9,10,-9,14,-10,15,-9,-9,15,9,-7,10,-12,12,-12,-13,14,-11,15,-8
170,13,11,0,-12,11,13,10,-14,-11,-15,-16,13,-7,7,-11,8,-9,12,-9,-12,15,5,-12,12,-14,11,-13,-15,11,-12,9,-9
171,8,9,-1,-12,8,10,9,-15,-13,-15,-19,9,-11,9,-12,4,-14,9,-10,-13,14,-1,-15,10,-18,10,-17,-14,9,-15,5,-11
172,6,9,-2,-15,6,4,6,-17,-17,-16,-19,1,-15,5,-16,-2,-15,5,-15,-15,13,-6,-16,8,-18,10,-17,-16,4,-18,0,-13
173,4,5,-4,-16,3,-2,-2,-20,-16,-19,-22,-6,-17,5,-19,-7,-16,-1,-15,-18,8,-10,-18,5,-20,4,-17,-16,-5,-19,-4,-16
174,-4,3,-7,-15,-2,-10,-8,-19,-13,-17,-20,-10,-19,3,-19,-15,-16,-6,-17,-18,3,-17,-19,1,-21,-3,-16,-18,-9,-18,-15,-19
175,-10,0,-8,-16,-9,-16,-16,-23,-10,-19,-21,-17,-19,0,-19,-22,-20,-12,-18,-19,-4,-22,-20,-5,-21,-8,-16,-19,-14,-19,-20,-20
176,-19,-5,-11,-16,-15,-21,-22,-20,-9,-18,-21,-22,-19,-4,-19,-27,-17,-19,-19,-18,-10,-28,-21,-11,-22,-15,-19,-19,-22,-21,-24,-20
177,-26,-9,-15,-18,-22,-29,-28,-20,-6,-18,-18,-24,-20,-10,-18,-31,-17,-24,-20,-18,-18,-30,-21,-17,-19,-22,-19,-19,-28,-19,-30,-20
178,-29,-14,-16,-16,-29,-34,-30,-19,-5,-19,-16,-28,-19,-14,-18,-36,-17,-30,-18,-18,-19,-34,-18,-24,-18,-27,-17,-19,-30,-19,-33,-18
179,-33,-16,-18,-17,-34,-36,-35,-17,-3,-16,-15,-33,-18,-16,-19,-36,-19,-34,-17,-16,-28,-35,-17,-27,-17,-33,-16,-19,-33,-17,-37,-20
180,-34,-20,-19,-16,-36,-38,-34,-14,-1,-14,-12,-34,-16,-17,-16,-36,-16,-35,-15,-14,-32,-31,-14,-31,-15,-34,-13,-16,-34,-15,-35,-20
181,-36,-22,-21,-15,-36,-37,-33,-13,1,-11,-10,-32,-15,-20,-14,-31,-14,-35,-15,-14,-35,-28,-13,-34,-11,-36,-12,-12,-32,-13,-31,-17
182,-33,-26,-20,-13,-36,-32,-31,-11,3,-10,-7,-29,-12,-19,-13,-29,-12,-34,-14,-8,-37,-23,-12,-35,-6,-33,-9,-11,-31,-11,-29,-13
183,-29,-25,-18,-10,-33,-29,-28,-6,3,-8,-3,-25,-12,-21,-12,-22,-12,-32,-12,-8,-35,-19,-7,-35,-6,-29,-7,-8,-22,-9,-26,-11
184,-25,-21,-18,-6,-27,-25,-23,-6,2,-6,-1,-20,-9,-17,-9,-16,-7,-25,-11,-4,-32,-11,-5,-31,-3,-27,-5,-3,-18,-5,-19,-11
185,-19,-20,-16,-5,-23,-16,-15,-4,2,-5,2,-12,-7,-17,-3,-7,-6,-20,-7,-2,-27,-2,-3,-26,1,-20,-1,-1,-10,-3,-12,-6
186,-9,-18,-14,-2,-14,-6,-9,0,4,-1,1,-5,-4,-16,-3,-1,-1,-13,-4,-1,-20,4,-1,-19,2,-14,-1,1,-3,-3,-5,-4
187,-1,-15,-11,2,-4,1,2,3,3,-1,0,1,-2,-14,-1,7,2,-6,2,2,-12,10,2,-12,4,-5,0,3,7,0,0,-2
188,7,-10,-8,4,5,13,12,5,-2,2,4,12,0,-11,1,13,1,3,1,5,-3,18,5,-5,7,3,4,4,13,3,10,3
189,13,-9,-5,5,11,20,16,5,-3,6,7,17,2,-6,5,22,4,9,3,4,6,23,4,5,8,13,6,6,18,6,18,5
190,20,-6,-2,8,22,26,24,8,1,7,9,24,3,-4,6,29,8,18,5,5,14,28,5,11,12,21,7,9,22,8,23,5
191,23,-2,4,11,26,29,29,8,2,8,12,29,6,-1,9,31,7,27,5,6,18,30,7,17,10,25,9,12,25,10,24,7
192,28,0,8,10,29,31,32,8,3,8,10,33,9,1,9,34,9,31,8,8,25,33,8,26,12,29,10,13,28,10,28,8
193,31,1,8,11,31,34,33,11,5,10,13,31,10,2,12,33,10,33,9,8,29,31,10,32,10,33,10,13,28,10,31,10
194,33,6,12,11,32,35,32,11,6,13,12,28,10,4,11,30,10,31,11,10,31,28,10,34,11,32,10,12,27,12,29,10
195,31,7,17,15,32,31,30,12,8,13,11,27,12,6,14,26,11,29,12,9,31,23,11,34,12,29,10,13,22,11,27,11
196,26,8,18,14,28,28,26,14,11,14,10,24,12,9,13,22,12,28,11,11,29,21,11,33,14,27,10,14,21,12,23,15
197,23,10,16,11,23,22,22,13,14,14,9,19,12,9,13,18,12,25,13,8,26,16,11,30,15,25,11,12,18,13,18,13
198,16,10,18,11,18,16,17,11,19,12,9,16,11,9,12,11,11,21,13,9,21,8,10,25,11,20,12,11,12,13,11,12
199,9,10,18,12,14,10,12,9,20,10,10,9,11,9,12,5,9,13,10,8,18,7,9,20,11,15,12,11,5,13,5,11
200,6,9,17,10,7,7,5,10,22,12,7,4,9,7,10,-1,9,10,10,8,12,1,9,12,11,7,11,9,1,11,3,9
201,-3,9,16,9,0,1,0,10,23,10,8,1,10,6,11,-5,10,4,13,8,6,-3,9,5,9,3,11,8,-4,10,0,6
202,-5,9,17,9,-5,-4,-3,8,23,8,8,-1,7,4,9,-8,10,-2,10,7,1,-5,7,1,7,-4,11,7,-8,11,-5,8
203,-8,7,18,10,-7,-5,-7,6,23,9,6,-6,8,5,9,-9,11,-6,10,8,0,-4,7,-1,7,-8,10,6,-10,12,-7,9
204,-10,5,18,8,-11,-7,-7,7,21,7,5,-7,7,5,5,-8,8,-7,9,8,-6,-7,7,-8,10,-10,10,4,-8,11,-7,5
205,-9,2,18,7,-11,-9,-8,9,20,9,6,-6,6,4,6,-8,8,-8,10,8,-8,-6,10,-9,9,-10,9,5,-8,10,-8,6
206,-7,5,17,7,-10,-6,-4,5,16,8,6,-5,5,5,7,-6,8,-8,9,5,-7,-3,9,-9,10,-9,6,7,-4,9,-7,7
207,-3,7,16,7,-8,-1,-4,7,10,8,6,-2,6,8,6,-3,6,-9,8,6,-4,0,8,-11,9,-6,7,7,-1,6,-3,9
208,0,4,15,7,-5,1,2,8,4,6,7,2,6,7,5,3,7,-7,10,8,-6,2,7,-8,9,-4,7,6,3,5,2,8
209,1,5,13,4,-1,6,6,7,-2,6,6,7,5,6,5,9,7,-3,7,7,-1,6,6,-5,8,1,3,5,7,3,5,6
210,6,5,12,5,3,9,10,5,-8,5,6,10,5,8,6,10,7,4,6,6,3,10,4,2,9,6,2,7,12,4,13,6
211,10,9,10,4,12,13,14,5,-13,5,6,14,6,11,5,16,7,7,6,5,8,14,4,6,7,12,6,8,16,3,15,5
212,14,9,7,2,14,16,18,5,-19,6,10,18,6,11,5,19,7,12,6,6,12,18,6,10,6,18,3,9,20,3,17,5
213,16,9,7,6,19,18,20,9,-23,5,7,19,7,14,3,22,4,19,7,8,15,20,5,14,7,20,3,8,18,5,21,5
214,16,8,3,6,21,19,22,6,-24,3,6,21,4,17,4,19,6,21,6,5,21,21,4,18,7,22,3,7,20,3,20,6
215,21,11,0,3,24,18,22,4,-25,4,7,18,5,15,4,19,5,20,4,8,21,17,3,22,5,23,2,7,18,2,19,5
216,18,9,0,3,25,15,18,2,-25,3,5,17,7,13,4,16,5,20,1,6,20,11,3,23,2,21,2,6,14,3,18,4
217,15,9,-4,3,24,13,13,2,-25,-1,4,13,6,12,2,11,4,19,1,4,17,9,2,21,1,19,-2,5,10,1,14,4
218,11,9,-8,-1,18,7,7,1,-24,1,1,9,4,11,0,2,4,17,0,1,16,2,0,20,0,16,-2,2,7,0,7,3
219,4,6,-9,-1,13,2,4,-2,-20,-3,-4,0,2,10,-2,-3,-1,14,-1,1,11,-6,-2,15,-4,11,-5,1,-1,1,3,3
220,-1,5,-13,-3,6,-6,-3,-6,-16,-8,-6,-8,1,5,-5,-11,-3,3,-2,-2,6,-12,-5,10,-7,2,-7,-2,-9,-2,-5,-2
221,-10,2,-15,-5,-2,-12,-12,-7,-12,-8,-9,-15,-1,2,-5,-20,-4,-4,-5,-2,-1,-20,-8,2,-8,-4,-11,-6,-14,-5,-10,-3
222,-14,-2,-16,-8,-9,-19,-20,-7,-4,-9,-11,-21,-1,1,-10,-24,-7,-11,-6,-6,-9,-25,-9,-6,-12,-12,-11,-8,-21,-6,-18,-7
223,-21,-5,-16,-12,-16,-26,-23,-8,-1,-11,-13,-29,-6,-2,-10,-29,-10,-18,-11,-11,-17,-29,-10,-13,-11,-20,-15,-11,-26,-9,-26,-9
224,-25,-7,-17,-13,-25,-30,-32,-13,5,-13,-13,-31,-8,-8,-12,-34,-12,-23,-13,-14,-26,-35,-13,-20,-13,-26,-17,-13,-31,-11,-32,-8
225,-32,-8,-18,-14,-30,-34,-34,-15,9,-16,-16,-38,-11,-9,-15,-38,-11,-30,-15,-15,-30,-35,-14,-27,-15,-31,-18,-15,-36,-14,-35,-9
226,-33,-10,-21,-15,-34,-36,-37,-18,11,-16,-18,-39,-14,-13,-18,-39,-15,-33,-14,-19,-34,-40,-17,-33,-17,-38,-20,-15,-39,-16,-39,-13
227,-36,-11,-18,-17,-38,-38,-39,-15,14,-17,-19,-40,-17,-13,-18,-39,-17,-38,-16,-20,-37,-38,-17,-34,-15,-39,-19,-16,-39,-16,-39,-15
228,-37,-13,-17,-18,-38,-35,-37,-14,11,-18,-19,-38,-17,-15,-16,-37,-18,-37,-19,-21,-39,-38,-18,-36,-15,-37,-18,-18,-38,-19,-39,-16
229,-36,-13,-16,-19,-40,-35,-38,-16,10,-17,-19,-38,-17,-15,-17,-32,-15,-39,-18,-19,-38,-33,-18,-39,-17,-36,-16,-19,-32,-20,-34,-17
230,-32,-12,-17,-17,-37,-29,-32,-13,9,-15,-18,-31,-19,-14,-13,-27,-16,-37,-15,-18,-34,-27,-17,-38,-15,-34,-13,-16,-29,-19,-31,-15
231,-29,-13,-14,-14,-31,-25,-26,-12,6,-12,-15,-26,-16,-17,-14,-23,-15,-34,-14,-18,-31,-20,-16,-32,-10,-32,-12,-15,-23,-18,-26,-15
232,-21,-13,-10,-13,-26,-18,-20,-11,0,-10,-12,-18,-16,-16,-15,-15,-13,-27,-15,-14,-28,-9,-15,-29,-10,-24,-8,-16,-17,-16,-19,-16
233,-13,-10,-9,-13,-20,-11,-14,-9,-2,-8,-11,-10,-14,-13,-11,-4,-10,-19,-11,-14,-21,-1,-10,-22,-7,-17,-2,-12,-9,-15,-10,-16
234,-9,-9,-8,-8,-13,-3,-5,-6,-7,-4,-8,-2,-14,-12,-7,3,-7,-13,-10,-13,-13,7,-8,-17,-3,-9,-1,-7,1,-11,-2,-14
235,1,-9,-3,-6,-4,3,2,-5,-15,0,-2,8,-9,-11,-4,8,-3,-2,-6,-8,-4,11,-4,-9,0,-2,-1,-3,8,-7,5,-9
236,9,-8,-2,-2,4,12,8,-1,-17,3,-1,14,-6,-9,0,15,-2,5,-2,-5,5,18,1,-2,4,3,3,-1,13,-5,13,-5
237,15,-4,-2,0,11,17,13,2,-17,5,1,20,-3,-6,3,20,2,11,2,0,12,23,2,7,7,13,5,1,20,0,18,-2
238,21,-1,2,5,18,22,20,5,-19,9,8,23,0,-2,7,21,5,17,2,1,18,26,5,11,11,17,7,6,25,1,22,2
239,26,1,3,6,21,24,24,11,-17,11,9,29,0,1,7,26,9,20,4,6,23,29,8,18,10,21,11,7,27,5,27,5
240,28,2,4,9,24,27,25,11,-14,10,11,30,7,2,10,28,11,24,8,11,24,28,11,22,12,25,14,10,28,8,28,9
241,27,3,7,11,25,27,25,10,-9,10,12,28,9,3,13,26,12,26,10,12,27,26,10,27,12,28,13,8,27,10,27,11
242,29,3,10,13,25,24,26,11,-7,11,12,26,11,4,10,22,10,25,8,12,25,24,12,26,10,26,15,10,26,12,25,11
243,29,3,9,11,25,21,25,10,-2,12,12,23,12,3,12,21,11,24,8,13,25,19,11,27,13,25,12,8,23,14,24,10
244,23,-1,10,12,21,16,20,12,5,11,13,18,10,3,10,16,13,21,11,15,23,13,11,25,10,21,11,9,18,13,20,12
245,18,-1,10,10,19,15,15,11,9,12,14,14,11,1,12,10,11,16,12,15,19,9,14,23,8,17,10,10,11,14,17,13
246,12,0,10,9,13,9,9,8,17,9,12,8,13,0,10,5,9,15,10,15,16,1,11,18,6,15,8,9,7,14,10,12
247,9,-2,11,10,10,4,6,8,24,8,11,3,12,-1,10,0,10,10,10,14,10,0,10,13,6,7,11,9,1,13,4,12
248,4,-1,10,9,6,-3,0,5,32,8,11,-1,9,0,10,-1,11,3,9,15,4,-3,11,8,5,3,7,8,-4,12,0,8
249,-3,0,11,8,3,-2,-4,6,35,6,9,-4,6,0,9,-4,9,0,8,11,-1,-7,7,3,4,0,6,6,-7,11,-1,8
250,-2,0,8,7,-1,-8,-4,5,38,4,7,-8,8,3,7,-6,8,-2,6,8,-2,-5,5,0,4,-5,3,8,-6,10,-4,8
251,-3,3,6,7,-3,-7,-6,4,41,3,5,-6,5,5,6,-6,6,-5,6,7,-7,-5,6,-3,3,-5,4,7,-7,9,-7,6
252,-6,3,6,6,-3,-4,-5,4,39,4,6,-4,6,6,7,-2,7,-4,5,6,-7,-3,5,-5,4,-3,3,6,-5,8,-5,6
253,-5,6,8,5,-4,-6,-3,2,37,2,5,-3,3,9,4,-3,5,-2,2,3,-6,1,4,-5,3,-6,2,4,-4,6,-5,6
254,-1,8,8,4,-3,-3,1,5,32,3,2,0,4,12,4,1,5,-2,4,2,-5,4,4,-5,1,-3,4,5,0,5,1,5
255,1,13,5,3,2,3,3,4,27,5,4,3,2,15,6,4,4,1,2,3,-3,7,5,-4,2,0,3,6,3,5,4,4
256,5,17,7,4,4,8,6,5,18,7,7,8,4,17,7,10,7,4,5,2,2,15,4,1,6,3,4,6,8,5,7,4
257,10,20,8,4,9,14,11,6,11,5,7,12,5,22,8,12,5,8,4,2,6,19,4,3,10,7,6,4,11,5,9,5
258,14,23,7,5,13,18,15,9,2,7,7,14,4,23,8,17,8,12,7,3,11,26,7,9,9,13,9,7,15,6,16,7
259,18,25,6,5,17,21,19,10,-4,10,9,20,8,25,6,22,10,17,6,5,12,23,9,12,10,16,10,8,19,7,21,7
260,22,26,9,6,17,23,22,10,-15,10,9,25,9,26,9,25,11,19,7,7,17,22,9,17,14,21,11,7,20,10,23,10
261,25,26,8,9,21,23,24,12,-22,11,10,25,7,24,9,24,10,20,9,8,19,24,11,19,10,24,10,8,24,10,28,11
262,23,26,9,10,21,22,23,12,-23,12,10,24,9,22,8,22,11,23,13,9,22,22,11,21,11,22,11,12,24,12,25,10
263,22,25,9,11,23,22,20,11,-30,12,8,22,10,21,11,20,12,23,13,9,22,17,13,23,10,25,11,11,22,11,24,12
264,20,23,8,7,19,18,18,13,-33,12,9,17,10,19,12,17,12,22,11,8,25,11,12,25,9,21,12,10,19,12,20,9
265,14,18,6,6,19,14,14,13,-31,7,8,12,12,15,12,12,12,20,13,9,23,7,11,22,8,20,9,7,13,10,14,11
266,10,10,4,7,12,8,10,9,-31,7,6,5,10,9,11,5,10,15,10,11,22,-1,10,18,6,16,8,5,6,8,10,11
267,4,4,4,9,7,2,3,3,-27,5,4,0,10,2,11,-3,7,8,8,6,15,-8,6,13,3,8,6,5,1,8,3,10
268,-1,-2,0,4,2,-4,-6,0,-26,2,1,-5,7,-3,5,-8,5,4,6,3,9,-16,5,5,0,0,2,2,-6,6,-6,7
269,-7,-6,-2,0,-4,-13,-10,-1,-21,-3,-1,-13,4,-10,0,-16,1,-3,2,1,3,-22,2,1,-2,-5,-2,0,-12,2,-16,6
270,-16,-11,-2,0,-9,-20,-16,-7,-13,-6,-7,-18,4,-15,-2,-20,0,-12,-1,-3,-5,-26,-3,-5,-8,-10,-6,-4,-18,-3,-20,0
271,-21,-18,-6,-8,-18,-24,-23,-10,-5,-12,-10,-27,-2,-20,-7,-26,-5,-18,-3,-6,-14,-30,-8,-15,-10,-19,-10,-7,-25,-6,-25,-3
272,-27,-25,-10,-11,-22,-29,-27,-15,-3,-14,-15,-29,-8,-25,-10,-29,-9,-25,-6,-9,-22,-34,-13,-21,-14,-24,-15,-11,-28,-10,-29,-8
273,-33,-26,-11,-12,-27,-30,-31,-16,0,-15,-16,-31,-11,-25,-13,-32,-13,-29,-12,-11,-26,-34,-15,-26,-19,-28,-17,-13,-33,-15,-33,-12
274,-32,-26,-12,-16,-30,-32,-33,-18,1,-19,-19,-33,-16,-25,-18,-36,-15,-33,-14,-16,-31,-32,-16,-31,-20,-34,-17,-17,-32,-15,-35,-17
275,-32,-27,-15,-20,-33,-33,-34,-20,2,-21,-20,-31,-18,-25,-21,-34,-19,-35,-16,-17,-32,-33,-18,-33,-22,-36,-18,-18,-29,-18,-34,-19
276,-32,-27,-18,-20,-33,-32,-34,-20,2,-22,-19,-31,-19,-24,-20,-31,-20,-34,-20,-19,-33,-27,-17,-35,-23,-33,-21,-20,-27,-22,-31,-19
277,-30,-24,-20,-21,-30,-29,-30,-21,3,-21,-22,-26,-20,-19,-21,-26,-21,-30,-20,-20,-35,-22,-19,-34,-21,-32,-20,-20,-24,-23,-27,-22
278,-28,-21,-22,-22,-26,-23,-25,-20,1,-21,-17,-19,-21,-15,-20,-22,-20,-28,-21,-20,-33,-16,-20,-32,-20,-31,-21,-20,-18,-22,-26,-23
279,-19,-17,-19,-19,-23,-18,-19,-17,0,-20,-14,-13,-21,-11,-21,-16,-20,-24,-18,-20,-28,-8,-19,-28,-21,-25,-18,-17,-14,-22,-18,-20
280,-14,-10,-18,-18,-17,-11,-12,-14,-2,-18,-13,-8,-20,-7,-20,-11,-18,-19,-17,-18,-24,-4,-16,-23,-15,-18,-15,-14,-7,-20,-12,-21
281,-10,-7,-16,-16,-10,-6,-7,-14,-4,-12,-12,-3,-17,1,-15,-6,-18,-13,-18,-17,-18,2,-18,-17,-12,-12,-16,-12,-4,-18,-6,-17
282,-4,-2,-14,-14,-5,0,-3,-11,-6,-11,-7,4,-15,5,-15,2,-15,-6,-12,-14,-12,6,-15,-9,-8,-6,-10,-10,2,-15,-1,-15
283,2,3,-14,-12,-1,6,6,-6,-9,-7,-6,8,-12,8,-14,8,-11,0,-10,-9,-3,11,-13,-2,-5,1,-6,-8,6,-13,4,-15
284,7,7,-9,-7,5,11,11,-7,-12,-2,-3,11,-10,11,-9,12,-6,5,-7,-7,0,17,-9,5,-5,5,-6,-4,8,-11,11,-13
285,11,9,-4,-4,8,15,13,-2,-11,-1,-1,12,-8,13,-4,13,-5,12,-5,-4,6,18,-5,11,-2,12,-3,-2,9,-7,15,-8
286,14,11,-4,0,10,17,16,1,-14,2,3,16,-3,15,-2,12,-1,16,-1,2,12,19,-3,14,4,16,1,1,13,-3,15,-2
287,16,13,-1,1,13,19,15,6,-11,5,5,15,1,13,1,15,2,16,1,3,14,14,1,17,6,20,4,4,11,1,14,-1
288,14,11,4,5,15,17,16,7,-6,7,7,14,3,10,1,18,5,17,4,5,12,15,4,19,7,19,5,8,12,5,15,3
289,13,10,6,7,14,17,15,8,-3,8,6,11,7,9,6,15,6,16,4,5,12,12,4,19,12,19,6,6,10,6,14,5
290,13,6,8,9,9,13,12,9,2,8,10,9,5,4,9,12,8,17,8,8,15,8,6,14,10,17,8,9,8,8,9,6
291,13,3,10,10,7,10,11,9,7,12,9,6,7,0,10,7,10,14,8,8,13,6,8,14,11,15,11,9,4,12,7,8
292,8,0,14,9,5,6,5,10,12,11,7,5,9,-7,9,3,10,8,11,8,11,2,11,12,10,11,10,10,0,13,4,11
293,6,-7,15,11,3,-1,1,10,18,9,6,0,10,-9,10,-4,10,4,11,9,7,-1,9,7,11,8,9,10,0,13,-1,10
294,3,-9,16,10,-1,-2,-3,9,25,8,8,-2,10,-14,7,-6,10,1,10,8,4,-3,10,3,10,2,8,10,-4,10,-6,11
295,1,-12,14,9,-3,-4,-5,9,29,7,6,-5,8,-15,9,-6,10,-5,11,8,0,-5,11,-3,9,-1,11,7,-7,11,-9,9
296,-5,-17,12,10,-5,-6,-7,8,32,7,6,-5,9,-18,8,-10,9,-6,9,7,-4,-5,7,-5,11,-4,8,6,-7,9,-7,9
297,-8,-16,12,9,-8,-7,-10,7,34,7,5,-8,9,-15,7,-7,7,-9,9,7,-4,-8,6,-7,7,-7,6,5,-6,7,-9,5
298,-9,-15,10,6,-8,-7,-7,5,35,6,4,-7,9,-16,2,-7,7,-10,9,6,-5,-5,7,-7,7,-8,8,4,-7,4,-8,5
299,-9,-14,10,8,-8,-8,-7,4,31,8,5,1,7,-15,4,-6,5,-6,6,4,-5,-1,5,-10,6,-9,5,3,-6,5,-5,6
300,-5,-11,8,7,-8,-3,-2,5,29,7,5,1,4,-10,7,-2,5,-7,6,4,-2,3,6,-5,7,-2,5,5,-2,4,0,6
301,-2,-7,8,7,-4,1,3,5,24,8,2,8,5,-6,8,6,7,-3,5,5,2,8,5,-2,8,-2,5,6,2,1,3,6
302,3,-2,8,7,4,7,8,6,20,5,4,11,6,-1,7,7,6,2,5,6,3,11,5,1,6,4,5,8,6,1,9,7
303,8,4,9,7,8,13,13,5,13,7,7,15,5,6,7,14,6,8,6,6,8,17,6,4,5,7,8,7,13,4,13,8
304,12,12,5,9,14,17,20,9,7,7,9,22,6,15,7,20,9,12,5,5,12,21,3,7,8,12,8,8,17,3,18,7
305,15,20,5,9,19,22,24,10,-1,9,12,26,6,23,8,25,11,17,6,9,15,24,6,13,8,19,10,7,23,5,23,7
306,20,25,4,7,25,26,29,10,-8,9,14,30,9,28,11,29,9,20,6,11,21,27,9,19,10,22,13,6,28,8,28,8
307,26,30,4,9,30,30,31,12,-11,10,13,31,9,32,11,31,9,28,9,11,27,32,11,24,11,25,11,9,29,11,33,8
308,26,33,5,11,31,32,34,13,-15,14,15,30,10,36,11,33,11,29,8,14,30,28,12,28,11,30,14,11,29,12,31,11
309,30,36,7,11,34,32,33,13,-18,14,14,31,10,37,11,32,12,30,9,15,35,30,12,31,11,31,14,11,32,12,30,12
310,31,36,8,14,35,28,31,13,-22,13,13,29,12,41,11,30,10,30,8,16,33,28,10,32,12,30,11,10,29,15,29,11
311,31,32,7,13,32,23,28,14,-18,15,13,25,12,37,12,26,12,29,11,15,31,22,12,28,11,28,10,11,25,15,28,13
312,26,30,9,12,30,20,21,11,-16,10,12,22,12,34,12,22,12,26,10,15,28,12,13,26,12,25,9,13,21,12,23,13
313,21,26,12,11,27,12,16,12,-13,6,9,15,11,29,9,13,10,20,9,14,24,7,10,25,7,19,8,11,15,12,18,12
314,15,19,12,8,21,6,10,7,-10,4,8,6,10,21,7,6,6,16,7,12,17,0,9,20,7,13,5,8,9,12,9,11
315,10,12,13,4,12,0,1,5,-3,4,4,-1,6,14,5,-1,5,8,6,8,10,-6,5,13,3,10,1,5,-1,8,1,6
316,0,5,8,3,5,-5,-7,3,1,-1,-1,-9,5,6,0,-9,0,1,3,7,3,-16,3,5,-2,0,-3,2,-8,2,-9,3
317,-9,-1,8,0,-4,-14,-15,1,3,-5,-3,-16,3,-1,-1,-18,-3,-7,3,1,-5,-22,-1,-1,-7,-7,-4,0,-15,1,-16,1
318,-15,-9,7,-2,-11,-20,-21,-5,7,-11,-8,-20,2,-9,-4,-25,-7,-16,-5,-1,-12,-27,-6,-8,-8,-14,-11,-4,-23,-1,-20,-2
319,-19,-15,1,-7,-21,-28,-26,-8,10,-12,-11,-30,-4,-16,-5,-30,-7,-22,-8,-5,-20,-31,-7,-15,-12,-22,-11,-6,-28,-6,-27,-8
320,-27,-23,0,-10,-25,-31,-31,-11,10,-13,-10,-34,-7,-24,-10,-32,-11,-27,-10,-11,-26,-34,-10,-23,-15,-27,-15,-10,-31,-10,-32,-10
321,-30,-27,-2,-11,-32,-32,-32,-12,8,-16,-10,-35,-8,-28,-12,-33,-12,-32,-11,-10,-31,-35,-13,-28,-14,-32,-18,-13,-35,-11,-35,-13
322,-32,-27,-7,-13,-34,-34,-35,-15,7,-15,-15,-36,-11,-30,-16,-32,-16,-34,-13,-13,-33,-34,-15,-32,-13,-34,-17,-17,-36,-13,-37,-16
323,-37,-30,-11,-17,-36,-34,-35,-15,2,-16,-17,-35,-13,-32,-15,-33,-17,-36,-15,-13,-37,-31,-15,-35,-13,-36,-18,-16,-36,-14,-37,-16
324,-34,-30,-14,-14,-36,-30,-32,-15,-4,-15,-18,-31,-13,-33,-16,-30,-17,-35,-16,-18,-35,-26,-16,-34,-17,-36,-18,-15,-32,-14,-31,-15
325,-33,-28,-13,-16,-34,-26,-29,-15,-7,-14,-17,-26,-17,-30,-14,-25,-17,-32,-15,-16,-33,-22,-17,-34,-14,-32,-16,-15,-26,-15,-28,-16
326,-26,-24,-16,-16,-29,-21,-24,-15,-14,-14,-13,-22,-16,-27,-15,-20,-13,-28,-12,-16,-28,-19,-16,-30,-14,-28,-13,-13,-22,-16,-24,-17
