,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
327,-19,-18,-20,-15,-23,-14,-19,-13,-21,-12,-15,-17,-15,-23,-15,-12,-13,-21,-14,-16,-24,-13,-12,-26,-13,-22,-13,-13,-17,-14,-19,-17
328,-14,-12,-18,-13,-19,-8,-11,-10,-24,-8,-14,-10,-16,-17,-12,-7,-12,-17,-12,-15,-19,-5,-10,-21,-7,-16,-10,-13,-10,-13,-13,-16
329,-8,-10,-17,-9,-15,-4,-7,-6,-30,-8,-10,-2,-13,-11,-10,-2,-12,-9,-10,-13,-12,1,-8,-16,-4,-10,-8,-10,-5,-12,-7,-12
330,-2,-3,-20,-7,-7,2,0,-4,-31,-5,-9,3,-10,-5,-10,5,-9,-4,-10,-10,-6,6,-7,-12,-5,-3,-7,-8,1,-9,0,-9
331,5,1,-19,-8,-1,8,6,-3,-35,-5,-5,5,-10,-2,-5,9,-6,4,-8,-8,0,7,-4,-5,-1,2,-4,-9,7,-9,4,-8
332,9,2,-13,-3,3,12,10,-1,-32,-2,-5,10,-5,0,-3,10,-3,7,-3,-7,6,12,-1,0,0,6,-1,-7,12,-5,8,-5
333,13,4,-11,-2,10,12,10,1,-28,-2,-5,13,-6,3,-3,13,-1,8,-2,-2,13,13,0,6,0,9,1,-6,14,-4,11,-5
334,12,7,-9,-1,14,13,14,-1,-25,1,-3,15,-6,6,1,13,-1,12,-2,-2,12,11,-1,11,-1,12,1,-3,13,-1,11,-5
335,13,7,-5,1,14,13,11,-2,-20,2,-2,16,-3,4,0,14,0,13,0,-2,13,11,0,11,0,13,0,-3,16,1,11,-2
336,11,4,-5,-2,16,11,10,-1,-11,0,-3,15,-2,4,0,9,1,11,0,1,13,9,-1,12,-1,13,2,-2,14,-1,11,1
337,12,4,-2,0,17,11,8,-3,-5,-2,-2,11,-1,1,-1,7,1,10,0,0,13,5,-2,13,-2,10,0,-1,9,-4,9,1
338,9,1,3,0,11,7,6,-2,6,-1,0,8,0,-1,0,3,1,8,0,0,11,2,-3,11,-1,7,-1,-1,6,-2,6,-2
339,6,-3,6,0,9,4,3,-2,15,0,-3,7,1,-3,0,-1,0,5,0,1,8,4,-3,10,-4,4,-2,-1,2,0,5,-2
340,2,-7,5,-3,7,3,2,-4,22,-1,-1,5,-3,-7,0,-4,1,3,-1,3,7,-1,-4,4,-4,2,0,-1,-1,-4,1,0
341,-1,-10,7,-3,2,-1,0,-3,30,0,-1,-2,-2,-10,-1,-5,-2,-1,-1,1,4,-4,-3,3,-3,-2,0,0,-2,-2,-2,-2
342,-6,-10,8,-2,-1,-5,-6,-4,36,-2,3,-5,-2,-9,2,-7,-2,-3,-2,2,-1,-5,-4,1,-3,-2,-1,-1,-5,-1,-3,-4
343,-6,-14,7,2,-5,-7,-7,-2,41,-2,2,-6,-2,-12,1,-8,0,-6,0,2,-5,-6,-5,0,-2,-5,2,1,-6,-2,-5,-3
344,-8,-13,9,3,-6,-8,-5,0,42,-1,4,-5,0,-12,-2,-7,-2,-5,0,2,-6,-4,-2,-5,0,-5,2,0,-6,-1,-4,-1
345,-8,-12,7,1,-6,-7,-7,3,43,3,6,-4,-2,-11,0,-6,-1,-5,0,2,-7,-3,0,-6,3,-4,3,1,-4,-1,-4,-1
346,-5,-10,7,3,-7,-3,-5,3,41,5,7,-3,-1,-7,3,-5,1,-5,2,2,-9,1,3,-8,5,-5,5,3,-5,4,-3,2
347,-2,-8,7,6,-4,0,-2,5,37,7,11,-2,3,-4,4,0,4,-4,4,4,-8,5,4,-6,9,-2,9,6,0,4,-2,6
348,3,-3,6,8,1,4,3,8,33,9,13,3,5,0,8,5,9,-1,4,6,-4,7,8,-3,11,2,12,8,4,7,3,5
349,6,3,5,9,5,9,6,13,28,11,15,9,8,5,10,10,13,5,8,9,0,12,12,2,13,6,14,10,9,9,9,7
350,13,8,6,14,9,13,12,20,18,13,17,13,10,10,11,16,14,11,12,12,5,19,15,5,17,12,19,15,14,13,15,12
351,18,15,7,17,13,17,18,20,10,16,20,18,15,17,14,20,17,16,15,13,10,23,16,6,21,15,23,20,21,18,18,15
352,23,20,4,18,15,19,23,23,3,19,22,23,18,20,18,23,21,19,17,17,16,28,22,15,22,20,23,22,23,20,24,18
353,23,24,5,20,23,25,25,23,-5,23,24,26,22,25,22,28,20,22,18,20,21,31,22,20,23,24,24,23,25,23,27,23
354,29,29,6,23,28,28,28,25,-11,23,25,29,23,31,25,30,24,28,22,23,24,30,25,23,24,27,23,25,27,21,28,23
355,30,34,6,23,28,28,29,26,-15,25,22,32,25,32,27,33,25,32,22,24,28,32,26,26,25,30,22,26,30,26,30,25
356,27,36,9,23,30,26,29,25,-17,24,21,31,26,34,27,31,28,30,24,23,30,31,24,30,23,31,24,27,29,24,32,30
357,29,35,10,21,31,26,27,23,-18,22,22,27,26,35,24,27,24,30,25,23,31,25,23,30,24,31,21,24,25,25,30,27
358,26,34,12,20,28,21,24,20,-14,21,16,24,24,29,23,22,22,29,25,20,30,21,22,30,20,30,20,21,21,24,25,28
359,22,29,10,17,24,17,20,15,-9,17,12,18,22,25,21,13,19,24,22,17,28,12,20,28,14,25,13,16,17,21,22,24
360,18,25,12,14,18,12,14,11,-11,9,7,13,17,22,14,7,15,18,17,15,23,6,14,28,9,20,8,13,12,18,16,23
361,9,19,12,10,13,3,7,5,-7,5,2,6,14,18,10,0,10,14,12,9,15,-1,9,23,3,15,1,7,6,14,8,17
362,4,11,10,2,3,-2,2,-1,-1,1,-5,-3,9,10,5,-6,7,5,8,2,7,-11,5,15,-1,8,-3,0,-3,7,-1,9
363,-5,6,13,-1,-3,-8,-9,-6,3,-7,-10,-10,2,4,-1,-12,0,-2,1,-1,4,-17,-2,8,-10,-1,-9,-4,-9,2,-9,3
364,-14,1,11,-7,-12,-14,-16,-12,7,-14,-16,-17,-2,-5,-9,-20,-8,-11,-6,-7,-6,-22,-10,-1,-14,-8,-17,-12,-17,-4,-19,-4
365,-20,-9,7,-12,-21,-20,-23,-16,10,-19,-19,-23,-9,-10,-14,-27,-14,-19,-10,-15,-16,-29,-13,-10,-18,-17,-22,-17,-23,-10,-25,-7
366,-25,-10,6,-17,-24,-26,-27,-20,11,-22,-23,-27,-17,-14,-17,-30,-19,-24,-16,-21,-21,-32,-17,-18,-22,-23,-24,-20,-26,-18,-31,-12
367,-28,-15,1,-20,-27,-28,-28,-26,10,-25,-27,-29,-21,-15,-22,-32,-23,-28,-23,-21,-28,-33,-21,-23,-24,-28,-24,-25,-31,-21,-34,-18
368,-33,-18,2,-26,-30,-29,-32,-28,10,-28,-27,-32,-23,-18,-24,-35,-24,-30,-25,-27,-32,-31,-23,-29,-28,-30,-24,-27,-31,-27,-38,-24
369,-32,-18,-4,-28,-31,-31,-31,-27,9,-26,-28,-31,-26,-18,-26,-33,-26,-31,-28,-27,-31,-29,-24,-32,-29,-32,-24,-27,-33,-30,-37,-27
370,-32,-18,-5,-27,-31,-28,-29,-27,6,-25,-26,-28,-28,-17,-25,-29,-27,-33,-27,-28,-33,-28,-26,-33,-24,-31,-25,-26,-28,-27,-32,-26
371,-27,-16,-12,-26,-28,-26,-26,-28,-1,-23,-23,-24,-29,-14,-25,-23,-24,-32,-28,-26,-30,-20,-26,-33,-23,-31,-23,-27,-23,-29,-28,-27
372,-21,-13,-17,-24,-23,-22,-22,-22,-5,-19,-16,-20,-27,-10,-24,-19,-23,-28,-25,-24,-28,-14,-25,-31,-21,-24,-19,-23,-17,-27,-21,-27
373,-16,-11,-18,-22,-20,-18,-15,-16,-11,-16,-13,-14,-24,-5,-20,-11,-20,-22,-23,-19,-24,-9,-21,-25,-15,-22,-13,-17,-13,-23,-14,-21
374,-14,-7,-16,-15,-13,-8,-7,-10,-16,-10,-6,-7,-19,-3,-16,-4,-15,-17,-18,-13,-17,-2,-15,-20,-10,-15,-7,-12,-7,-18,-9,-17
375,-7,-3,-19,-11,-9,-2,-3,-7,-24,-8,0,1,-12,-1,-9,0,-9,-9,-12,-9,-9,5,-11,-11,-6,-8,-2,-8,0,-12,-4,-12
376,-1,0,-19,-7,-2,4,5,1,-28,-1,4,9,-8,3,-2,9,-3,-1,-6,-4,-4,13,-4,-6,-1,-1,3,-2,8,-4,4,-7
377,8,4,-17,-4,4,10,10,4,-31,4,10,12,-5,7,1,12,0,5,0,4,1,16,1,2,4,5,7,5,9,0,10,-4
378,13,5,-17,3,9,14,14,9,-34,10,11,17,1,11,5,16,4,11,2,6,6,19,6,7,8,9,10,8,14,6,13,2
379,15,6,-14,9,12,16,16,12,-34,11,13,16,6,10,10,21,8,14,9,9,12,21,10,13,11,14,11,11,15,10,17,5
380,20,3,-9,9,15,19,16,13,-30,11,13,20,9,7,10,18,10,19,9,12,15,21,11,18,11,16,10,15,18,12,18,9
381,22,4,-8,10,18,20,17,12,-28,12,12,19,11,2,11,17,13,20,10,13,15,17,10,20,9,18,9,14,19,14,17,12
382,19,-2,-7,14,16,17,17,13,-23,10,12,18,12,-3,14,13,11,18,12,11,17,14,11,22,8,19,8,13,17,14,15,13
383,14,-6,-3,13,15,13,14,10,-20,6,10,13,13,-7,11,10,11,18,11,11,18,10,10,20,5,18,7,10,11,15,13,11
384,11,-12,2,8,12,8,12,5,-12,3,4,7,13,-13,7,5,9,15,11,8,12,5,5,15,3,14,4,8,6,10,10,10
385,6,-15,3,7,7,-1,5,0,-5,0,2,1,8,-18,5,0,4,9,5,6,9,-3,3,12,-2,9,-1,4,-1,5,2,9
386,0,-21,2,3,1,-6,-1,-4,3,-2,-5,-6,6,-26,5,-7,3,2,2,-1,6,-9,-1,6,-4,4,-5,-2,-8,2,-4,5
387,-6,-25,3,-4,-5,-13,-9,-4,12,-7,-9,-15,3,-27,-3,-12,0,-4,1,-4,-2,-17,-4,0,-9,-3,-10,-4,-11,-3,-9,1
388,-15,-28,0,-7,-9,-18,-14,-8,19,-8,-12,-21,-2,-32,-9,-17,-7,-8,-7,-8,-9,-22,-9,-4,-12,-10,-11,-9,-19,-9,-15,-4
389,-21,-29,-1,-12,-15,-21,-20,-12,23,-10,-16,-23,-7,-30,-13,-23,-11,-17,-12,-13,-14,-22,-12,-10,-13,-17,-14,-14,-23,-10,-22,-8
390,-24,-30,0,-14,-20,-27,-23,-13,28,-15,-18,-26,-11,-33,-14,-26,-13,-21,-17,-14,-18,-27,-14,-18,-15,-23,-16,-14,-25,-15,-27,-14
391,-26,-28,-1,-14,-23,-28,-25,-14,29,-15,-16,-29,-12,-30,-16,-28,-15,-22,-16,-17,-22,-29,-15,-21,-16,-25,-14,-17,-27,-19,-28,-16
392,-28,-26,1,-16,-23,-27,-25,-14,32,-16,-19,-27,-15,-28,-16,-27,-15,-27,-15,-17,-24,-27,-15,-22,-15,-25,-14,-18,-27,-17,-28,-15
393,-29,-23,0,-17,-23,-26,-28,-13,30,-11,-17,-22,-16,-21,-17,-24,-15,-29,-17,-18,-24,-21,-16,-27,-11,-26,-13,-17,-26,-16,-26,-17
394,-24,-16,1,-14,-21,-21,-23,-11,27,-8,-13,-20,-17,-14,-16,-19,-12,-26,-16,-17,-23,-15,-11,-27,-9,-24,-11,-13,-21,-13,-23,-15
395,-21,-8,1,-10,-17,-14,-17,-5,21,-4,-6,-13,-15,-6,-9,-13,-8,-21,-14,-12,-21,-8,-8,-26,-3,-20,-4,-9,-14,-13,-16,-13
396,-17,-2,3,-6,-12,-8,-13,1,17,2,1,-4,-12,0,-4,-6,-4,-16,-7,-5,-16,-1,-5,-20,1,-14,2,-4,-8,-8,-9,-8
397,-6,7,4,1,-4,1,-3,9,12,10,7,3,-5,11,1,3,2,-9,-4,-2,-8,9,3,-14,10,-7,10,4,1,-3,0,-4
398,3,19,6,8,2,10,6,14,7,16,14,10,1,20,9,14,8,3,3,6,0,18,11,-6,16,1,18,9,10,3,9,5
399,13,25,10,14,10,20,14,22,3,24,21,22,7,27,17,22,16,7,11,13,6,26,16,4,22,12,24,15,21,9,18,9
400,22,32,14,22,18,28,23,26,-1,28,27,31,14,35,21,29,21,20,19,21,15,34,25,13,28,18,30,22,31,17,27,18
401,34,40,16,27,27,35,34,31,-2,34,32,37,19,38,27,36,28,27,23,27,25,40,29,20,35,27,35,31,34,22,36,27
402,40,42,18,31,32,40,36,34,-8,38,36,43,27,43,31,41,33,35,30,31,32,43,33,26,35,33,38,35,41,28,40,30
403,43,43,22,34,39,42,43,34,-8,40,37,45,33,45,35,45,36,42,36,36,41,43,36,34,38,37,36,37,44,32,44,34
404,46,41,22,38,44,45,44,37,-6,38,37,45,35,44,35,44,40,44,40,38,43,44,35,39,38,41,35,39,47,37,46,35
405,46,41,25,36,46,48,44,36,-7,37,36,44,36,41,37,41,38,44,37,39,46,40,36,42,36,44,36,37,44,35,47,37
406,48,37,25,36,45,41,43,32,-2,36,34,40,37,37,38,39,36,45,37,38,46,36,33,45,31,46,31,34,42,35,42,37
407,43,32,24,32,43,38,37,27,1,31,29,35,38,28,34,34,32,42,35,36,44,28,31,43,25,41,25,34,37,34,36,35
408,37,23,22,27,34,31,33,22,8,22,23,27,33,22,28,30,28,40,29,30,39,22,24,40,20,35,16,29,30,32,31,29
409,28,16,20,20,29,24,26,15,11,14,17,20,28,19,18,19,22,32,25,23,35,12,20,35,12,29,10,21,22,24,22,23
410,21,5,17,13,23,14,17,8,16,5,7,9,22,9,14,8,15,23,17,15,27,5,11,29,3,24,1,14,12,18,12,18
411,15,-3,9,6,16,5,5,1,18,-3,-2,0,14,-1,6,-1,6,14,9,8,17,-6,4,22,-4,13,-8,3,2,9,3,10
412,3,-7,4,-5,7,-5,-4,-6,21,-11,-10,-7,6,-5,-4,-9,-5,7,0,-4,7,-13,-4,11,-12,4,-15,-5,-7,0,-7,1
413,-6,-14,-2,-13,-1,-15,-13,-17,24,-15,-16,-17,-2,-11,-10,-16,-9,-4,-7,-8,-5,-20,-14,1,-18,-4,-22,-12,-14,-5,-14,-7
414,-17,-18,-6,-14,-11,-22,-18,-22,23,-22,-22,-23,-11,-14,-17,-24,-18,-14,-15,-15,-13,-27,-21,-7,-24,-13,-27,-17,-23,-13,-21,-15
415,-22,-19,-12,-22,-19,-28,-26,-25,16,-31,-25,-32,-17,-16,-21,-29,-24,-20,-20,-21,-19,-30,-27,-16,-27,-21,-30,-21,-28,-20,-28,-21
416,-28,-19,-15,-27,-26,-32,-30,-29,14,-31,-28,-33,-22,-17,-28,-32,-29,-27,-25,-26,-28,-32,-30,-22,-34,-27,-33,-25,-32,-23,-35,-26
417,-34,-18,-20,-29,-31,-33,-31,-32,8,-33,-31,-33,-26,-18,-29,-34,-31,-28,-29,-30,-32,-33,-33,-26,-31,-31,-32,-27,-36,-26,-34,-31
418,-35,-16,-23,-30,-34,-33,-34,-31,2,-32,-31,-36,-28,-13,-32,-33,-33,-32,-31,-32,-36,-33,-32,-31,-28,-32,-31,-29,-34,-31,-34,-32
419,-35,-12,-26,-31,-35,-35,-35,-29,-6,-29,-29,-34,-30,-9,-32,-31,-32,-32,-30,-34,-36,-29,-30,-33,-26,-33,-28,-30,-36,-30,-33,-31
420,-33,-6,-26,-29,-34,-32,-32,-27,-12,-25,-24,-31,-31,-4,-29,-27,-28,-31,-32,-30,-35,-25,-28,-32,-23,-33,-26,-26,-33,-28,-33,-31
421,-28,0,-25,-24,-31,-26,-28,-22,-20,-22,-22,-26,-26,1,-23,-22,-26,-31,-26,-27,-34,-19,-25,-33,-18,-30,-20,-23,-29,-24,-27,-28
422,-27,5,-23,-21,-28,-24,-22,-18,-25,-18,-18,-20,-25,5,-21,-18,-22,-27,-22,-25,-28,-17,-19,-30,-13,-27,-16,-19,-22,-22,-22,-24
423,-21,11,-20,-18,-23,-18,-17,-12,-30,-10,-13,-15,-20,11,-16,-10,-18,-19,-18,-18,-23,-10,-15,-25,-6,-23,-7,-17,-17,-19,-17,-21
424,-13,14,-16,-13,-17,-11,-11,-5,-34,-6,-5,-10,-16,13,-11,-8,-13,-14,-12,-14,-17,-4,-7,-20,-5,-16,-5,-10,-11,-15,-11,-16
425,-9,16,-11,-7,-12,-4,-6,-1,-38,-3,-1,-5,-9,14,-3,-4,-5,-9,-6,-7,-13,0,-3,-13,-1,-10,-1,-6,-3,-8,-7,-9
426,-2,17,-5,-1,-6,0,1,2,-39,1,-1,-1,-5,11,1,4,-2,-6,-1,-4,-5,4,1,-8,2,-2,4,0,0,-3,-3,-7
427,1,15,2,2,0,4,4,2,-37,4,2,4,-1,10,2,7,1,-1,3,1,-1,4,4,-4,3,0,6,1,4,1,2,-2
428,5,12,4,2,5,6,5,6,-35,5,4,7,3,8,3,5,3,3,3,1,3,7,5,1,4,2,6,2,7,4,6,2
429,7,10,8,4,8,9,7,7,-29,7,4,7,4,4,7,6,5,6,6,2,7,8,6,5,3,5,4,4,8,4,6,5
430,7,4,13,7,9,10,7,4,-24,4,1,7,5,-2,5,7,7,7,6,3,9,7,4,6,2,10,4,3,8,4,6,3
431,7,-3,14,5,9,8,4,3,-15,2,1,10,5,-8,6,5,4,7,6,5,10,4,3,9,0,7,2,0,9,5,5,4
432,7,-10,13,2,9,5,4,-1,-8,-2,-1,6,3,-14,3,5,1,5,4,-1,9,3,-1,6,-4,6,-1,-3,5,3,4,3
433,3,-18,14,0,7,5,2,-6,-2,-3,-6,4,1,-19,0,1,-1,3,2,-2,7,1,-2,5,-5,4,-3,-4,5,-1,3,0
434,-1,-22,10,-5,6,1,0,-8,6,-7,-8,1,-2,-24,-3,-3,-5,3,-4,-3,5,-6,-6,4,-10,0,-7,-4,-1,-1,2,-2
435,-4,-28,8,-7,3,0,-2,-9,12,-8,-11,-2,-7,-31,-4,-4,-6,-1,-5,-5,2,-5,-10,2,-13,-2,-11,-9,-4,-5,1,-3
436,-5,-31,5,-9,-3,0,-6,-11,19,-11,-14,-2,-9,-34,-8,-8,-10,-3,-9,-7,-2,-7,-12,0,-12,-4,-12,-11,-6,-9,-5,-7
437,-7,-35,0,-12,-5,-4,-7,-14,23,-12,-14,-6,-9,-35,-12,-8,-12,-6,-12,-8,-3,-9,-16,-5,-15,-7,-14,-12,-6,-11,-9,-12
438,-9,-38,-6,-14,-8,-5,-8,-13,26,-15,-14,-7,-12,-33,-13,-11,-13,-7,-15,-13,-6,-13,-15,-6,-17,-7,-15,-13,-6,-13,-7,-15
439,-8,-36,-11,-14,-8,-6,-9,-13,27,-15,-12,-8,-13,-31,-15,-11,-14,-6,-17,-15,-7,-9,-15,-6,-13,-8,-14,-12,-8,-15,-6,-14
440,-6,-31,-15,-10,-9,-6,-7,-12,27,-12,-10,-8,-13,-28,-13,-7,-13,-9,-14,-11,-5,-6,-11,-8,-10,-8,-11,-12,-6,-14,-6,-15
441,-7,-26,-19,-10,-8,-5,-5,-8,24,-9,-4,-4,-15,-22,-10,-1,-11,-7,-11,-9,-5,-4,-10,-8,-5,-6,-5,-8,-4,-11,-4,-13
442,-4,-20,-20,-6,-10,-3,-3,-4,22,-4,0,-2,-11,-18,-4,0,-8,-3,-9,-7,-6,2,-6,-6,-1,-3,-1,-4,0,-8,-1,-9
443,1,-16,-22,-3,-5,2,0,2,17,2,6,1,-6,-8,-1,5,-5,0,-4,-4,-1,8,-3,-4,4,0,4,-1,3,-3,2,-6
444,7,-8,-17,1,-1,5,9,8,13,8,13,6,-1,-3,2,10,2,3,1,1,3,12,6,-3,9,4,11,6,8,-1,8,0
445,13,3,-16,8,3,9,12,15,9,16,17,9,2,8,9,14,9,7,6,8,4,16,12,4,17,9,15,12,11,6,11,5
446,16,10,-13,14,9,12,16,21,2,20,22,15,7,15,16,20,14,12,12,12,9,20,16,9,23,13,21,18,18,13,15,14
447,19,18,-6,20,13,14,20,25,-1,25,27,21,14,22,20,23,21,15,20,16,15,23,21,13,28,17,26,23,21,20,20,18
448,22,25,-1,24,16,19,25,30,-4,29,31,24,20,26,27,24,26,18,24,23,20,25,27,19,31,20,29,27,23,25,22,23
449,24,29,7,30,21,20,27,32,-6,31,33,26,27,29,31,27,30,22,27,27,21,25,31,21,32,23,33,31,26,29,25,28
450,26,32,13,33,26,22,27,36,-7,36,35,25,32,35,34,27,33,26,31,31,26,27,32,25,35,25,31,35,28,32,27,31
451,28,34,23,35,26,22,28,36,-3,36,35,25,35,32,33,25,35,27,34,31,29,28,35,25,35,27,30,37,27,33,30,35
452,29,32,29,34,26,23,28,33,-1,35,32,24,35,30,36,25,35,27,33,32,27,22,34,27,30,27,28,31,25,35,28,35
453,25,28,34,31,27,20,23,29,1,29,29,20,35,26,33,22,32,25,32,31,25,17,32,29,28,26,25,31,18,34,27,34
454,23,23,36,26,23,19,21,27,6,26,22,19,32,23,28,17,29,25,30,28,25,15,27,28,24,25,22,23,17,29,22,30
455,17,21,42,23,19,14,15,21,10,18,17,12,29,16,25,11,24,21,25,24,20,9,24,25,20,20,18,22,14,25,19,27
456,13,17,42,19,17,10,12,15,13,15,10,6,26,11,19,9,18,15,18,18,13,3,19,19,13,15,9,14,7,21,13,22
457,8,11,40,12,10,4,6,7,17,8,1,3,17,4,14,2,10,8,13,11,12,-2,12,15,7,10,2,9,3,14,5,18
458,3,3,35,5,4,-1,-2,0,19,0,-5,-1,12,-1,5,-5,5,4,9,6,8,-8,6,8,0,5,-3,3,-1,9,-2,9
459,-1,1,31,-2,-2,-5,-5,-7,23,-5,-11,-7,4,-4,0,-9,0,0,0,-1,1,-15,0,3,-8,1,-9,-4,-6,3,-6,2
460,-6,-3,23,-8,-6,-8,-10,-13,24,-11,-16,-13,-4,-6,-7,-13,-7,-7,-5,-7,-4,-18,-8,-1,-11,-5,-12,-10,-12,-4,-13,-1
461,-13,-8,13,-10,-10,-11,-13,-14,23,-12,-17,-16,-7,-8,-11,-17,-13,-11,-12,-11,-8,-19,-13,-9,-13,-11,-15,-15,-17,-12,-16,-7
462,-15,-8,2,-14,-17,-15,-18,-17,22,-14,-17,-18,-14,-7,-14,-19,-14,-14,-13,-16,-12,-20,-16,-10,-16,-16,-17,-17,-18,-18,-18,-11
463,-18,-8,-3,-16,-18,-12,-20,-20,19,-15,-20,-19,-18,-8,-17,-20,-17,-18,-17,-18,-15,-20,-19,-18,-18,-18,-18,-20,-19,-19,-20,-14
464,-21,-7,-11,-16,-18,-15,-21,-18,13,-18,-18,-18,-20,-3,-17,-18,-17,-20,-19,-19,-14,-21,-20,-18,-17,-22,-15,-19,-17,-18,-17,-17
465,-19,-2,-18,-18,-17,-12,-17,-18,5,-17,-16,-17,-21,0,-16,-17,-18,-19,-18,-19,-16,-18,-18,-17,-14,-20,-12,-17,-14,-18,-19,-18
466,-16,2,-23,-15,-17,-12,-16,-13,-1,-13,-13,-13,-20,5,-14,-13,-15,-15,-17,-16,-16,-13,-16,-16,-12,-18,-10,-14,-14,-16,-19,-19
467,-14,9,-28,-12,-17,-10,-13,-9,-8,-7,-8,-11,-19,9,-10,-11,-14,-17,-15,-11,-13,-7,-14,-14,-9,-15,-6,-11,-9,-15,-14,-14
468,-7,12,-30,-7,-17,-8,-7,-7,-14,-3,-5,-8,-13,14,-8,-4,-8,-17,-12,-9,-12,-3,-10,-11,-6,-12,-4,-8,-5,-11,-9,-9
469,-4,14,-33,-4,-15,-3,-6,-3,-20,1,-2,-6,-11,18,-5,-4,-4,-13,-7,-4,-10,-2,-6,-12,-2,-9,1,-4,-2,-7,-6,-6
470,-5,15,-33,-3,-9,0,-3,1,-25,4,4,-2,-6,20,-5,-2,-2,-8,-3,0,-6,0,-2,-9,0,-4,6,0,-1,-4,-1,-3
471,-3,18,-28,2,-5,0,-1,4,-27,4,6,0,-1,25,1,1,0,-4,2,4,-5,2,1,-3,4,-1,8,3,1,0,0,0
472,0,21,-26,2,-3,3,1,4,-32,5,8,0,1,24,6,3,2,1,6,7,1,3,5,-3,6,-1,6,4,3,3,1,5
473,0,20,-22,5,-3,3,3,6,-33,7,7,-1,3,22,6,4,8,3,10,8,1,2,5,-3,4,1,6,8,2,6,4,4
474,-1,15,-17,7,-2,2,2,4,-32,6,9,0,7,17,7,2,8,2,9,8,2,2,7,-1,5,2,5,7,0,7,0,7
475,2,11,-10,5,-4,0,0,3,-33,3,4,0,5,12,5,1,5,2,4,5,0,0,4,0,2,1,3,8,-2,5,1,5
476,-1,9,-5,2,-3,-3,0,1,-27,-1,0,-4,3,6,2,-2,2,-1,3,5,-2,-2,0,1,-3,3,-3,2,-4,3,-3,5
477,-3,0,-1,-3,-5,-7,-5,-5,-22,-3,-5,-8,3,-4,-4,-8,1,-2,1,4,-5,-6,-2,-2,-7,-2,-8,-1,-7,0,-5,0
478,-7,-8,3,-4,-6,-12,-7,-10,-16,-12,-10,-11,0,-10,-6,-11,-4,-4,-5,-4,-9,-10,-8,-4,-11,-5,-14,-7,-13,-4,-9,-3
479,-10,-15,5,-11,-11,-15,-11,-15,-9,-18,-15,-16,-5,-16,-11,-14,-9,-9,-9,-10,-11,-14,-11,-6,-18,-8,-21,-13,-16,-8,-13,-8
480,-15,-22,6,-19,-16,-18,-14,-20,-1,-23,-22,-18,-12,-24,-18,-19,-16,-13,-16,-16,-14,-18,-16,-9,-23,-10,-26,-18,-21,-14,-16,-13
481,-17,-28,7,-24,-17,-21,-17,-26,3,-27,-27,-21,-16,-31,-23,-22,-24,-15,-24,-20,-19,-24,-24,-15,-28,-16,-29,-24,-24,-20,-20,-19
482,-20,-34,4,-26,-21,-25,-20,-30,8,-31,-31,-21,-21,-36,-29,-24,-27,-19,-28,-27,-21,-26,-30,-17,-30,-18,-32,-28,-25,-24,-25,-26
483,-23,-36,2,-31,-24,-27,-22,-28,13,-35,-33,-25,-28,-38,-29,-25,-30,-20,-33,-31,-25,-27,-30,-20,-30,-20,-33,-30,-27,-30,-23,-27
484,-23,-41,-1,-32,-22,-28,-22,-31,13,-33,-31,-26,-31,-41,-32,-24,-30,-23,-33,-31,-26,-25,-33,-24,-32,-19,-31,-32,-26,-30,-23,-29
