,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
485,-22,-41,-4,-29,-23,-24,-24,-29,15,-29,-31,-25,-31,-41,-33,-20,-30,-23,-35,-33,-25,-21,-33,-24,-30,-20,-31,-32,-26,-33,-23,-27
486,-21,-37,-5,-28,-21,-22,-20,-26,17,-27,-28,-21,-30,-37,-32,-19,-28,-20,-32,-34,-23,-16,-32,-22,-26,-20,-28,-29,-23,-34,-20,-29
487,-17,-35,-11,-25,-19,-16,-16,-22,15,-22,-23,-16,-31,-33,-28,-10,-28,-19,-30,-29,-20,-10,-28,-22,-22,-16,-22,-24,-17,-31,-19,-27
488,-13,-29,-15,-18,-15,-11,-12,-15,14,-15,-18,-10,-28,-28,-23,-4,-22,-16,-25,-24,-19,-5,-23,-18,-13,-13,-13,-18,-10,-24,-11,-22
489,-4,-21,-11,-13,-9,-4,-4,-9,11,-7,-9,-3,-22,-21,-14,1,-13,-8,-18,-20,-13,2,-14,-14,-6,-8,-5,-13,0,-18,-3,-15
490,3,-14,-12,-7,-2,2,2,2,7,3,1,6,-15,-12,-9,7,-5,1,-8,-12,-5,10,-5,-9,1,-1,6,-7,7,-11,4,-11
491,8,-6,-11,0,4,13,12,11,1,10,12,14,-7,-3,3,18,3,6,-1,-3,2,19,6,-3,11,4,16,4,14,-3,11,-3
492,19,2,-8,13,13,22,19,21,-4,22,18,21,3,6,11,21,11,12,7,9,9,24,14,6,20,10,24,10,20,4,19,4
493,24,11,-4,20,19,26,23,26,-6,30,25,28,11,11,19,28,22,19,14,17,19,33,23,15,30,16,31,19,28,14,27,12
494,30,16,0,26,24,33,31,37,-6,35,34,32,19,17,27,35,30,27,22,24,27,35,30,20,37,24,38,29,34,24,31,21
495,35,22,7,33,29,38,36,41,-6,38,38,36,26,23,34,36,35,32,29,31,35,37,37,27,42,31,42,34,38,31,37,31
496,38,24,14,38,37,38,37,42,-8,42,40,41,34,28,39,38,41,36,38,39,37,40,42,32,44,34,42,39,41,36,40,35
497,39,29,19,42,40,43,38,45,-8,42,42,39,38,27,42,39,44,38,40,44,41,38,45,37,44,37,43,41,42,40,40,40
498,41,29,23,41,40,41,38,45,-3,43,41,38,40,26,42,40,46,37,45,44,42,36,46,39,40,39,43,43,38,42,38,42
499,38,26,29,40,40,37,37,41,1,40,39,37,41,24,42,36,42,36,44,43,41,30,45,39,39,37,37,39,36,44,36,41
500,37,23,32,41,36,36,33,38,3,36,35,33,41,21,39,29,41,36,43,42,38,26,41,38,35,36,32,37,31,42,34,40
501,33,18,34,35,32,31,27,30,8,28,26,27,40,17,34,23,34,34,40,37,35,19,35,37,29,33,25,34,28,39,28,37
502,27,15,35,29,27,23,19,22,15,21,21,19,33,14,29,16,27,26,30,31,30,10,27,33,22,28,17,27,23,32,19,30
503,18,10,35,20,20,16,16,14,20,13,14,13,27,11,22,8,19,18,23,23,23,6,21,23,13,19,11,19,14,26,15,25
504,12,1,29,12,12,10,9,5,23,4,2,7,20,6,13,2,14,13,15,15,18,0,11,21,2,13,3,12,7,17,11,20
505,6,-2,26,5,5,2,2,1,26,-1,-4,-2,12,-2,4,-2,3,8,8,10,13,-7,4,14,-6,9,-3,3,1,7,3,12
506,-3,-7,21,0,-1,-6,-5,-7,30,-9,-8,-8,5,-4,-1,-6,-3,0,2,0,3,-12,-4,5,-12,0,-10,-1,-5,0,-4,3
507,-7,-7,15,-7,-8,-12,-9,-13,31,-14,-10,-11,0,-4,-8,-12,-10,-5,-6,-6,-5,-15,-10,-2,-13,-6,-17,-7,-10,-5,-11,-4
508,-12,-9,8,-14,-13,-17,-13,-17,32,-18,-14,-13,-9,-6,-15,-14,-15,-10,-12,-12,-10,-19,-15,-4,-17,-10,-17,-10,-12,-10,-12,-9
509,-12,-9,2,-16,-17,-19,-17,-18,29,-16,-16,-15,-14,-5,-16,-15,-18,-15,-15,-14,-13,-17,-17,-8,-20,-11,-17,-14,-14,-17,-14,-15
510,-15,-7,-4,-17,-19,-17,-17,-18,27,-18,-18,-17,-15,-5,-18,-16,-18,-16,-19,-17,-18,-17,-19,-12,-18,-15,-17,-14,-15,-17,-14,-16
511,-15,-3,-11,-16,-19,-17,-16,-20,21,-17,-16,-16,-16,1,-17,-13,-19,-16,-18,-19,-18,-13,-18,-14,-15,-15,-16,-17,-16,-19,-15,-18
512,-13,2,-15,-15,-17,-15,-12,-15,12,-11,-12,-14,-16,5,-14,-11,-18,-13,-18,-16,-17,-9,-14,-14,-10,-13,-13,-14,-12,-16,-14,-19
513,-15,7,-17,-16,-13,-12,-10,-11,8,-10,-5,-12,-13,7,-12,-9,-15,-13,-14,-11,-15,-7,-12,-13,-7,-12,-7,-13,-9,-12,-10,-17
514,-10,12,-17,-10,-10,-7,-6,-6,-2,-4,-4,-8,-13,12,-9,-4,-10,-9,-11,-7,-15,-4,-7,-11,-3,-10,-2,-8,-7,-10,-6,-12
515,-2,15,-20,-7,-7,-4,-4,1,-11,-1,0,-3,-9,17,-5,0,-6,-8,-7,-4,-12,1,-2,-9,6,-5,1,-3,-3,-4,-2,-7
516,0,17,-19,-1,-3,-3,1,5,-15,5,6,-1,-4,20,1,3,1,-4,-3,2,-7,3,2,-6,9,-3,5,2,-1,1,2,-4
517,4,19,-14,4,-1,2,4,7,-23,9,13,4,2,22,6,6,6,3,3,5,-2,7,9,0,12,1,10,3,2,5,5,1
518,7,23,-10,10,2,7,5,12,-28,12,14,5,7,23,11,8,12,4,11,11,1,6,12,4,15,3,13,10,3,8,5,6
519,8,25,-6,13,5,8,6,13,-31,15,13,5,12,21,15,9,13,6,15,16,8,5,14,6,15,6,15,13,2,13,5,11
520,6,23,-2,15,7,6,4,16,-32,17,13,6,14,21,17,6,16,8,15,11,9,1,16,7,14,6,13,14,6,15,5,14
521,7,22,1,15,6,6,1,14,-35,14,10,1,15,19,17,2,13,8,15,11,8,0,14,6,10,7,12,14,3,17,3,16
522,5,20,3,13,5,4,-1,10,-34,11,7,-1,16,14,12,-2,16,8,15,12,5,-8,12,8,10,4,10,12,-1,15,-1,15
523,-1,15,6,10,0,-4,-6,6,-32,6,4,-9,13,9,9,-8,13,4,15,7,4,-11,10,4,4,2,3,10,-6,11,-7,13
524,-8,8,6,5,-4,-9,-12,-1,-27,2,-4,-12,11,3,6,-14,7,-3,9,5,-1,-19,3,-3,-4,-3,-2,2,-13,9,-11,10
525,-12,1,6,0,-12,-14,-17,-5,-25,-5,-8,-19,6,-5,1,-23,2,-9,1,-2,-7,-25,-3,-6,-9,-12,-9,-4,-18,2,-18,6
526,-18,-5,5,-5,-18,-20,-24,-12,-18,-11,-15,-27,1,-12,-8,-29,-3,-18,-5,-9,-13,-31,-11,-12,-13,-17,-14,-11,-24,-4,-25,0
527,-23,-10,1,-12,-26,-25,-29,-19,-10,-18,-20,-33,-9,-16,-10,-32,-10,-24,-9,-15,-20,-38,-15,-19,-21,-22,-21,-15,-31,-12,-30,-7
528,-29,-19,-1,-18,-30,-30,-34,-24,-6,-24,-29,-35,-12,-22,-16,-36,-18,-27,-15,-18,-23,-41,-22,-27,-27,-26,-27,-22,-34,-18,-33,-12
529,-35,-26,-6,-24,-35,-31,-37,-29,2,-27,-32,-36,-18,-26,-23,-40,-23,-34,-22,-25,-30,-43,-27,-31,-28,-34,-30,-28,-36,-25,-38,-20
530,-38,-28,-13,-31,-38,-36,-39,-31,8,-34,-34,-38,-28,-30,-29,-41,-28,-39,-28,-30,-35,-41,-31,-37,-34,-36,-32,-32,-37,-31,-40,-27
531,-41,-30,-21,-32,-37,-37,-37,-35,12,-34,-35,-39,-32,-31,-34,-38,-32,-38,-32,-32,-37,-38,-35,-40,-36,-39,-33,-36,-38,-33,-38,-32
532,-40,-32,-26,-34,-39,-34,-36,-36,10,-36,-34,-36,-33,-30,-35,-34,-34,-38,-36,-34,-37,-35,-36,-42,-33,-38,-34,-36,-35,-35,-35,-37
533,-35,-31,-29,-33,-37,-29,-33,-34,13,-34,-30,-30,-38,-32,-34,-27,-33,-37,-36,-36,-35,-28,-33,-38,-33,-34,-29,-37,-31,-37,-32,-36
534,-31,-28,-32,-33,-33,-26,-27,-32,14,-31,-25,-24,-37,-31,-31,-21,-33,-31,-36,-33,-32,-19,-31,-37,-31,-31,-25,-32,-26,-33,-26,-35
535,-24,-28,-35,-28,-25,-17,-19,-25,13,-26,-21,-16,-36,-25,-28,-12,-29,-22,-31,-28,-28,-9,-27,-30,-25,-27,-22,-29,-17,-31,-17,-34
536,-16,-26,-34,-25,-18,-10,-12,-19,8,-19,-15,-6,-31,-19,-24,-4,-23,-15,-25,-26,-19,1,-23,-29,-18,-18,-15,-22,-9,-27,-8,-29
537,-6,-15,-33,-18,-10,-3,-1,-8,5,-10,-8,1,-25,-13,-18,6,-17,-8,-19,-17,-11,13,-19,-19,-10,-9,-6,-16,2,-23,2,-24
538,6,-12,-27,-12,0,9,10,-2,5,-1,0,12,-17,-9,-9,15,-10,2,-11,-9,0,21,-10,-8,-3,0,1,-6,11,-14,13,-18
539,16,-7,-23,-3,10,21,18,4,2,5,10,24,-11,-3,-2,25,-3,11,-5,-3,10,30,1,3,7,10,10,0,21,-5,24,-9
540,25,1,-15,4,20,26,28,14,-2,12,16,32,-4,3,4,35,5,22,3,6,19,38,9,15,15,22,16,10,31,1,30,1
541,35,6,-4,10,32,33,36,20,-3,20,21,38,6,8,13,43,13,30,12,13,27,43,15,21,22,32,22,18,42,10,38,7
542,43,11,4,18,38,39,43,24,-5,26,27,45,15,12,21,48,20,38,19,19,37,48,23,31,26,39,26,26,45,17,44,14
543,46,12,15,23,42,43,48,29,-7,30,30,48,21,17,26,53,25,43,25,27,42,50,25,40,30,45,31,28,50,25,49,20
544,50,15,24,25,47,44,48,31,-5,32,30,49,27,16,31,52,30,49,28,29,45,49,31,46,31,50,31,31,51,27,50,28
545,51,14,30,29,51,46,53,31,-2,32,30,47,30,17,30,48,31,50,29,31,47,45,32,51,30,52,29,35,50,31,49,28
546,50,13,38,30,51,43,49,30,-1,31,31,42,32,16,31,44,32,48,30,31,47,41,29,50,27,51,27,35,45,32,47,31
547,46,13,41,29,48,39,43,28,3,26,25,38,33,15,28,39,31,46,29,30,45,35,28,50,27,48,24,29,38,32,41,32
548,40,11,45,26,43,34,38,26,8,22,20,31,32,9,26,30,28,41,28,25,40,26,25,45,22,43,21,26,31,31,35,28
549,34,9,48,22,36,26,30,18,14,18,19,21,28,6,21,23,23,34,24,21,33,16,22,39,18,36,15,23,24,27,28,25
550,23,3,45,18,30,17,20,14,19,12,11,14,25,2,17,13,20,26,19,15,27,9,17,32,14,27,11,18,15,20,20,21
551,15,0,40,13,22,10,10,9,24,6,4,5,18,-2,14,6,16,20,16,12,17,-2,14,25,8,19,7,10,7,16,10,17
552,4,-1,34,9,14,2,1,4,28,1,2,-5,14,-3,11,-4,9,10,11,8,9,-7,8,14,2,9,3,4,-2,10,2,11
553,-1,-4,29,2,6,-2,-5,0,30,-2,-4,-10,8,-8,3,-9,5,0,9,2,2,-13,3,9,-2,2,-2,-3,-7,6,-5,7
554,-7,-6,20,0,-3,-6,-14,-5,32,-4,-7,-15,2,-9,0,-14,0,-7,1,-3,-5,-17,-3,3,-4,-9,-3,-4,-14,2,-12,1
555,-12,-6,11,-4,-9,-12,-15,-7,29,-8,-10,-18,-3,-9,-3,-18,-4,-12,-3,-4,-9,-20,-4,-7,-6,-12,-6,-7,-16,-2,-18,-7
556,-16,-6,4,-6,-15,-16,-20,-5,28,-5,-8,-17,-5,-6,-4,-18,-6,-16,-4,-6,-12,-19,-4,-11,-6,-16,-7,-9,-19,-5,-23,-6
557,-20,-1,-3,-7,-19,-19,-19,-5,23,-5,-3,-17,-9,-5,-7,-18,-8,-18,-6,-7,-16,-16,-6,-15,-5,-20,-5,-8,-18,-5,-23,-7
558,-19,2,-8,-5,-21,-16,-16,-3,20,-3,-5,-16,-8,0,-5,-18,-6,-19,-5,-7,-18,-18,-8,-17,-1,-21,-1,-5,-17,-6,-21,-7
559,-17,4,-15,-2,-21,-12,-14,0,11,0,-1,-15,-10,6,-3,-15,-4,-20,-5,-5,-15,-13,-6,-17,2,-19,2,-5,-13,-5,-18,-5
560,-15,9,-19,2,-20,-8,-12,3,4,4,2,-9,-6,11,0,-11,1,-16,-3,-2,-16,-9,0,-17,5,-13,7,-2,-8,-3,-13,-1
561,-9,14,-19,5,-17,-4,-8,9,-2,9,7,-8,-2,17,4,-7,2,-12,3,1,-11,-2,3,-16,7,-13,11,3,-3,-1,-8,3
562,-5,21,-18,10,-14,0,-1,11,-11,14,11,-4,3,21,6,1,10,-9,9,8,-7,0,9,-11,12,-11,14,7,1,2,-3,6
563,-2,23,-14,13,-10,4,2,15,-18,15,16,2,7,26,12,4,13,-2,12,11,-4,5,13,-7,16,-5,18,12,6,5,2,11
564,3,28,-10,17,-4,8,4,17,-23,19,19,8,11,30,15,7,14,3,13,15,0,9,17,-4,17,1,20,18,9,9,5,14
565,6,31,-6,21,-1,9,9,18,-28,22,19,10,15,32,16,11,17,6,19,18,5,11,19,1,19,5,21,19,13,14,9,15
566,5,30,-3,21,4,13,11,19,-30,22,21,12,16,32,20,12,20,8,20,19,11,13,21,6,18,9,19,23,14,14,12,20
567,9,28,2,22,9,13,13,18,-33,21,18,11,16,31,20,11,19,11,21,23,14,15,17,10,17,10,17,18,12,15,13,20
568,11,28,8,19,13,12,13,14,-32,15,15,10,19,29,16,9,16,14,16,20,13,13,15,11,15,10,14,19,8,16,11,20
569,11,24,11,13,10,8,11,8,-29,10,10,9,19,24,11,6,12,11,13,16,14,6,13,10,9,10,10,13,9,12,10,18
570,9,18,14,7,9,3,6,3,-24,6,4,4,15,17,6,3,8,10,9,14,9,-1,9,9,3,6,3,9,2,9,5,11
571,2,13,16,3,6,-2,1,-4,-21,-2,-1,-3,10,13,2,-1,2,5,3,7,5,-7,3,7,-3,1,-6,4,-6,6,-1,10
572,-2,4,13,-5,0,-8,-4,-11,-16,-9,-9,-8,4,5,-6,-11,-4,-1,-1,-3,1,-14,-7,5,-11,-1,-13,-2,-9,-1,-5,4
573,-9,-2,13,-10,-4,-16,-11,-19,-7,-18,-16,-17,-3,-5,-12,-19,-9,-7,-7,-7,-7,-22,-10,-1,-18,-7,-21,-10,-16,-8,-15,-1
574,-14,-9,9,-18,-13,-25,-20,-24,-1,-24,-22,-24,-11,-10,-17,-24,-19,-15,-14,-13,-13,-29,-17,-8,-25,-14,-26,-17,-24,-15,-21,-9
575,-20,-19,2,-26,-18,-29,-27,-30,3,-33,-28,-28,-19,-18,-23,-28,-25,-22,-20,-21,-22,-34,-25,-16,-31,-21,-35,-23,-31,-19,-28,-18
576,-26,-25,-4,-29,-25,-34,-34,-35,12,-38,-34,-36,-23,-25,-27,-33,-30,-27,-25,-27,-27,-40,-32,-23,-36,-26,-39,-28,-35,-26,-33,-25
577,-33,-30,-11,-36,-30,-39,-35,-40,18,-38,-36,-38,-29,-31,-33,-39,-36,-33,-32,-32,-34,-42,-36,-29,-37,-30,-41,-35,-37,-33,-36,-33
578,-35,-34,-17,-38,-33,-43,-39,-39,20,-40,-39,-42,-35,-35,-37,-39,-39,-35,-37,-33,-38,-40,-39,-32,-39,-35,-42,-37,-39,-37,-39,-35
579,-37,-37,-22,-41,-36,-43,-40,-37,20,-39,-39,-42,-39,-34,-39,-38,-41,-39,-39,-37,-41,-39,-39,-34,-41,-36,-40,-39,-41,-39,-42,-39
580,-37,-35,-26,-41,-40,-41,-39,-35,18,-37,-36,-41,-40,-35,-38,-35,-38,-42,-40,-38,-40,-37,-39,-40,-37,-37,-38,-38,-41,-38,-39,-40
581,-38,-32,-30,-37,-35,-36,-34,-30,17,-34,-31,-36,-40,-34,-36,-33,-38,-40,-35,-37,-41,-33,-38,-41,-33,-35,-32,-34,-38,-39,-37,-39
582,-33,-31,-33,-32,-34,-31,-30,-25,13,-28,-28,-31,-38,-29,-32,-29,-33,-37,-34,-35,-38,-24,-31,-38,-26,-36,-25,-28,-33,-35,-32,-38
583,-29,-26,-33,-26,-29,-24,-26,-19,7,-19,-20,-25,-34,-25,-28,-20,-26,-31,-32,-29,-33,-16,-24,-34,-21,-31,-19,-22,-25,-31,-26,-31
584,-21,-22,-33,-20,-24,-16,-17,-12,0,-12,-12,-18,-29,-20,-19,-10,-18,-23,-25,-25,-27,-9,-17,-32,-14,-25,-10,-15,-16,-24,-18,-24
585,-14,-12,-29,-13,-17,-8,-9,-3,-5,-2,-4,-7,-21,-14,-13,-3,-13,-18,-18,-19,-18,2,-12,-22,-4,-16,-1,-7,-6,-17,-10,-17
586,-6,-8,-24,-3,-7,0,-1,3,-10,6,1,1,-13,-6,-6,6,-4,-9,-6,-10,-12,9,0,-15,5,-8,8,-2,1,-10,0,-9
587,4,-1,-20,2,1,8,9,9,-18,10,8,11,-5,1,3,13,5,0,-1,1,-3,16,9,-8,12,2,16,7,10,-2,6,-1
588,11,8,-13,11,8,16,17,16,-20,17,17,18,3,5,8,20,11,10,6,7,6,21,14,-1,21,9,24,14,17,7,15,7
589,18,10,-5,18,17,25,22,18,-26,22,22,23,11,10,17,27,17,14,14,14,13,27,18,8,24,16,22,16,23,14,22,13
590,23,13,3,20,20,30,27,23,-27,25,24,28,17,14,22,31,22,23,19,18,23,30,23,19,27,24,27,22,31,19,30,18
591,30,18,12,23,24,36,30,23,-28,26,24,33,17,16,26,31,24,27,24,22,28,32,29,23,30,30,30,26,33,23,32,23
592,35,16,19,27,30,38,36,28,-27,27,27,35,23,14,26,32,26,30,27,25,31,31,30,30,30,33,28,26,33,26,35,28
593,35,15,23,27,34,39,34,27,-21,26,25,37,26,13,28,32,25,32,28,26,32,32,29,33,28,34,26,26,34,28,35,26
594,32,14,29,25,33,37,34,25,-15,24,20,33,26,10,26,33,25,34,28,26,37,30,27,34,23,36,25,24,33,26,34,27
595,30,12,29,25,29,34,31,21,-9,21,19,31,24,8,23,30,21,34,26,24,37,27,25,32,19,35,18,22,33,24,31,23
596,30,9,35,20,31,32,30,17,3,16,14,28,22,3,21,26,20,30,17,19,35,23,19,33,14,32,12,17,27,22,29,23
597,26,3,31,17,25,27,25,11,12,9,9,25,17,0,15,20,15,25,16,14,32,17,15,32,7,28,6,12,22,14,25,18
598,22,-1,26,9,20,24,22,6,19,5,4,21,12,-2,9,16,10,26,12,12,29,16,10,28,3,24,2,10,22,10,21,11
599,18,-4,20,4,18,17,19,3,30,1,-1,16,8,-5,4,12,4,20,7,7,22,11,5,22,-4,20,-4,3,17,4,17,7
600,16,-7,20,2,13,12,14,-1,35,-4,-4,13,3,-8,-1,8,-3,13,-1,2,19,7,-1,19,-5,14,-6,-2,12,1,12,3
601,9,-11,16,-4,10,9,11,-5,40,-5,-8,10,-1,-7,-4,4,-6,10,-4,0,15,4,-6,15,-8,11,-9,-4,8,-2,10,-4
602,7,-11,9,-8,7,6,7,-8,45,-6,-8,6,-4,-6,-8,3,-6,8,-7,-3,12,4,-7,11,-7,10,-8,-4,5,-6,7,-4
603,4,-12,3,-7,6,3,6,-5,44,-7,-8,5,-6,-6,-8,2,-4,6,-10,-8,9,7,-9,9,-8,7,-7,-5,7,-6,7,-7
604,5,-10,-3,-5,6,5,7,-5,45,-6,-3,6,-7,-2,-9,4,-6,3,-9,-8,8,7,-9,8,-3,6,-4,-6,5,-6,7,-7
605,6,-6,-8,-6,5,1,6,-3,41,-4,-1,6,-7,2,-5,8,-6,4,-5,-4,7,7,-6,8,-2,6,-3,-3,6,-6,8,-6
606,7,1,-8,-3,4,2,8,0,34,2,3,5,-4,7,-4,8,-2,5,-6,-1,6,9,-3,7,4,7,3,-1,9,-5,9,-6
607,9,6,-8,-1,6,5,5,5,28,7,8,6,-3,13,2,9,0,6,-2,3,4,11,2,5,9,6,7,0,9,0,10,-3
608,9,12,-8,4,5,6,9,8,20,11,12,9,3,19,5,10,5,9,2,6,4,12,5,6,14,9,11,6,13,5,7,2
609,9,19,-9,12,9,5,11,12,10,15,16,10,6,24,9,11,10,12,9,8,7,14,9,9,17,13,17,14,10,10,7,4
610,10,23,-2,14,12,7,12,17,3,17,22,11,12,27,14,9,15,12,15,14,7,12,15,11,22,13,21,17,10,15,12,13
611,12,29,1,20,13,10,12,21,-5,21,23,10,15,28,19,10,19,12,18,18,10,8,20,12,24,16,22,19,10,19,13,15
612,12,32,7,23,12,11,10,24,-14,22,26,7,18,30,22,11,22,12,21,23,11,7,24,12,23,16,24,22,10,24,11,20
613,11,35,13,23,12,9,13,25,-20,22,27,7,24,33,25,6,25,13,23,25,10,4,24,12,23,13,24,24,7,26,9,22
614,10,31,15,23,10,6,8,23,-30,22,24,5,25,31,23,3,24,12,23,23,11,3,26,12,24,10,23,22,4,28,7,23
615,5,29,19,22,5,3,3,20,-33,20,18,-1,25,27,23,0,22,6,23,22,8,-3,24,10,23,8,20,20,0,27,4,22
616,0,25,21,20,2,-2,-3,20,-32,14,16,-7,25,22,23,-7,21,1,23,20,3,-10,19,5,15,5,14,19,-5,24,-5,22
617,-4,22,22,20,-3,-9,-6,14,-33,9,10,-12,21,15,21,-10,16,-2,18,16,1,-18,15,2,9,-1,8,13,-13,21,-9,21
618,-9,15,19,12,-7,-12,-12,7,-32,6,1,-17,16,9,14,-18,13,-9,14,11,-7,-21,8,-5,3,-6,2,8,-16,15,-17,15
619,-15,6,19,8,-15,-15,-21,0,-30,-2,-3,-23,10,0,8,-22,10,-14,9,4,-12,-28,2,-11,-2,-13,-5,2,-20,6,-21,10
620,-24,-2,11,-2,-21,-19,-25,-6,-25,-6,-11,-29,5,-6,1,-28,1,-19,1,-1,-17,-31,-4,-15,-8,-20,-10,-4,-27,4,-29,3
621,-31,-10,7,-8,-28,-25,-31,-14,-19,-15,-18,-35,-2,-14,-8,-36,-6,-25,-4,-10,-22,-35,-10,-20,-15,-26,-17,-11,-35,-3,-32,-3
622,-34,-18,2,-14,-33,-31,-35,-20,-16,-24,-26,-37,-7,-20,-14,-38,-10,-33,-11,-13,-27,-40,-17,-27,-21,-32,-25,-17,-37,-12,-36,-7
623,-39,-21,-5,-21,-37,-33,-39,-23,-10,-26,-30,-39,-18,-27,-19,-38,-17,-36,-19,-20,-32,-39,-25,-33,-26,-35,-28,-23,-38,-20,-38,-16
624,-37,-26,-13,-26,-42,-35,-40,-30,-3,-30,-31,-41,-23,-30,-25,-41,-23,-39,-25,-25,-33,-37,-28,-36,-32,-39,-28,-29,-39,-22,-39,-21
625,-39,-31,-18,-30,-42,-35,-40,-33,1,-32,-32,-37,-26,-30,-30,-40,-30,-42,-28,-29,-36,-36,-29,-39,-32,-39,-31,-31,-39,-28,-37,-27
626,-38,-31,-25,-30,-43,-36,-38,-34,3,-33,-34,-36,-29,-32,-31,-36,-31,-37,-30,-32,-36,-31,-31,-39,-31,-39,-32,-32,-36,-31,-38,-30
627,-35,-29,-32,-31,-42,-33,-35,-35,6,-32,-33,-32,-32,-33,-32,-33,-31,-36,-30,-30,-37,-31,-32,-38,-31,-39,-30,-32,-32,-32,-34,-32
628,-32,-26,-35,-33,-36,-31,-29,-34,12,-29,-31,-25,-34,-29,-30,-28,-30,-32,-30,-33,-31,-22,-32,-36,-29,-35,-28,-32,-28,-33,-26,-32
629,-25,-23,-39,-28,-32,-23,-23,-30,7,-24,-26,-21,-34,-24,-29,-20,-30,-27,-33,-32,-28,-16,-30,-32,-23,-29,-23,-29,-22,-31,-24,-32
630,-19,-20,-37,-27,-25,-18,-19,-26,5,-20,-20,-13,-30,-18,-25,-10,-29,-22,-26,-30,-22,-10,-23,-27,-17,-22,-17,-24,-15,-27,-17,-29
631,-10,-12,-38,-23,-20,-10,-10,-20,5,-16,-12,-4,-27,-10,-21,-5,-23,-15,-22,-22,-16,0,-20,-21,-13,-17,-12,-20,-8,-23,-6,-27
632,-3,-8,-34,-18,-12,-3,-1,-12,3,-10,-6,4,-19,-1,-15,3,-15,-8,-20,-17,-9,8,-13,-15,-8,-10,-6,-14,2,-18,1,-19
633,1,-1,-30,-12,-5,3,5,-6,3,-3,-1,8,-16,5,-7,9,-9,1,-14,-9,-3,12,-9,-7,-2,-1,-1,-10,6,-11,6,-13
634,11,6,-25,-7,3,9,12,1,-1,-1,4,15,-10,8,0,16,-4,7,-5,-2,4,17,-2,1,2,6,2,-4,13,-5,15,-7
635,15,10,-21,-1,10,12,20,3,-3,5,10,17,-6,15,4,19,-1,11,0,4,9,21,6,6,6,12,6,0,19,1,19,-3
636,21,13,-13,5,16,17,22,10,-7,9,15,20,2,18,9,22,7,16,4,7,14,22,9,14,9,18,11,5,22,6,21,3
637,24,15,-5,9,19,20,25,13,-8,14,17,22,6,20,11,25,11,22,11,13,19,24,14,20,13,21,16,12,23,10,24,7
638,27,17,3,12,22,21,25,15,-8,15,17,21,8,19,15,25,13,22,15,16,21,25,16,22,13,23,14,18,27,12,25,13
639,25,17,13,12,23,21,27,14,-3,18,16,24,13,15,18,24,14,23,16,18,20,22,16,24,13,26,13,18,25,15,26,12
