,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
640,26,14,19,13,26,20,26,16,-2,14,13,21,17,12,14,21,14,22,14,18,20,17,18,25,14,24,14,17,23,18,21,14
641,22,10,23,11,23,18,22,15,0,14,11,15,17,10,13,17,14,21,17,15,20,15,17,25,12,24,10,19,17,18,20,12
642,20,4,27,7,20,14,19,13,5,12,9,13,15,4,13,13,12,19,15,15,19,10,15,23,7,18,8,17,14,17,15,15
643,17,-1,27,8,19,12,13,7,9,5,4,10,14,-2,8,10,9,13,12,11,14,7,9,20,3,16,4,11,10,15,14,13
644,10,-8,28,7,13,8,11,5,14,2,1,4,13,-9,4,6,6,11,8,5,11,5,6,15,2,12,2,8,9,11,11,9
645,6,-15,27,0,9,4,5,1,16,0,-2,3,8,-15,1,1,1,8,2,2,8,3,4,11,-3,8,-3,3,3,7,8,5
646,3,-19,23,0,6,6,2,-3,20,-4,-4,-1,4,-21,-3,-1,-2,3,0,-2,4,-1,0,11,-4,4,-7,-1,-1,2,6,4
647,0,-21,18,-4,3,3,1,-4,25,-4,-7,-3,-1,-24,-2,-1,-5,3,-3,-5,1,-1,-4,6,-5,1,-8,-5,-1,-1,3,-2
648,0,-23,15,-7,1,1,1,-4,27,-4,-7,-4,-2,-26,-3,-1,-3,-2,-2,-5,0,-2,-4,5,-5,-1,-5,-5,-1,-5,2,-4
649,1,-25,12,-6,-2,1,2,-6,25,-4,-9,-3,-5,-28,-8,0,-7,-1,-6,-6,-3,1,-4,2,-6,-1,-5,-7,-2,-6,2,-6
650,1,-26,6,-6,-2,5,3,-5,28,-3,-6,0,-6,-27,-5,3,-8,0,-6,-7,-2,2,-6,1,-4,1,-3,-6,0,-7,1,-5
651,1,-22,3,-3,-3,7,5,-2,25,0,-1,0,-6,-24,-4,5,-2,0,-6,-8,1,5,-2,-2,1,1,2,-3,4,-7,1,-5
652,4,-16,-2,-1,0,8,5,1,23,3,2,6,-4,-16,0,8,0,3,-3,-2,2,9,1,2,4,7,7,-1,8,-5,6,-5
653,6,-11,-3,4,6,11,8,6,18,5,6,10,0,-8,1,12,5,9,1,-1,5,14,6,4,8,8,10,-1,10,0,8,1
654,9,-3,-6,9,9,16,14,12,16,12,10,13,4,0,9,13,9,11,6,2,10,15,7,6,14,9,17,6,16,2,11,5
655,14,4,-5,12,12,20,18,18,9,15,15,19,8,9,13,17,11,14,13,8,15,18,13,8,17,13,21,12,19,6,16,6
656,16,14,-3,19,12,22,19,24,0,21,22,19,10,17,17,20,14,19,17,14,16,19,19,11,22,16,27,15,23,14,16,14
657,19,22,1,23,15,24,22,26,-4,25,24,22,17,24,23,22,21,21,21,21,19,23,22,16,27,19,30,19,27,16,19,19
658,21,30,3,28,19,27,23,31,-6,29,28,22,20,33,27,24,25,22,28,26,22,22,28,18,28,23,29,24,27,19,20,24
659,21,35,8,29,20,24,24,32,-14,32,29,20,23,38,32,21,30,22,31,30,23,20,30,20,30,21,33,28,27,25,21,28
660,21,41,12,31,19,23,21,30,-16,31,29,20,28,40,33,16,30,22,34,30,22,17,30,19,29,21,33,29,22,28,21,33
661,19,43,16,31,19,20,16,30,-18,30,27,18,31,43,31,12,31,18,32,30,22,13,31,21,30,20,31,29,17,29,18,36
662,17,46,18,29,17,14,14,29,-21,28,27,14,29,42,29,11,30,15,33,29,20,8,30,18,28,18,29,29,15,28,12,33
663,11,44,20,25,10,7,8,23,-19,23,25,3,26,41,27,3,26,11,27,26,16,-1,24,17,20,11,24,26,8,26,7,31
664,6,39,22,22,8,2,0,15,-20,19,20,-5,24,37,24,-2,22,6,24,24,10,-8,19,15,15,6,19,22,-2,20,-1,27
665,0,36,23,16,1,-4,-8,10,-18,11,12,-8,22,32,17,-9,16,1,18,18,5,-15,14,7,6,2,10,16,-6,17,-8,23
666,-7,30,18,8,-4,-13,-11,4,-13,3,4,-14,18,27,10,-14,9,-3,12,12,-5,-21,7,-1,-1,-3,1,8,-15,10,-10,15
667,-13,22,16,2,-11,-18,-18,-5,-7,-1,-5,-20,12,16,2,-21,3,-12,5,5,-11,-27,-2,-6,-7,-11,-6,2,-21,5,-18,8
668,-19,11,14,-4,-17,-25,-24,-15,-5,-13,-10,-26,6,7,-5,-27,-5,-20,-5,-2,-18,-32,-5,-12,-15,-19,-15,-8,-27,-5,-22,0
669,-24,-1,8,-15,-22,-31,-29,-19,-2,-21,-19,-30,-3,-1,-14,-27,-14,-24,-11,-10,-23,-33,-14,-19,-20,-26,-21,-14,-30,-12,-29,-10
670,-29,-9,0,-23,-27,-32,-29,-25,1,-26,-25,-32,-13,-12,-20,-31,-20,-27,-19,-16,-28,-36,-19,-25,-28,-30,-29,-20,-35,-15,-34,-16
671,-31,-15,-5,-27,-30,-34,-29,-30,3,-31,-28,-33,-19,-18,-25,-32,-24,-28,-25,-22,-32,-34,-28,-28,-31,-33,-35,-28,-34,-22,-35,-24
672,-31,-23,-9,-32,-32,-36,-32,-36,2,-35,-31,-33,-25,-24,-31,-33,-31,-32,-31,-28,-33,-30,-33,-32,-33,-33,-37,-32,-34,-28,-33,-28
673,-32,-30,-20,-35,-31,-34,-32,-36,1,-35,-33,-32,-33,-27,-33,-30,-34,-31,-33,-31,-32,-27,-37,-33,-34,-33,-38,-34,-32,-31,-31,-33
674,-27,-33,-23,-35,-29,-30,-30,-36,0,-35,-29,-28,-33,-29,-37,-25,-35,-30,-35,-33,-34,-25,-35,-31,-34,-34,-37,-35,-29,-35,-27,-36
675,-24,-36,-29,-34,-26,-24,-24,-35,-2,-34,-31,-23,-34,-33,-35,-18,-33,-28,-37,-32,-32,-16,-36,-29,-32,-28,-36,-33,-22,-33,-23,-36
676,-19,-36,-33,-30,-22,-19,-20,-29,-5,-30,-28,-20,-36,-35,-32,-13,-31,-19,-35,-33,-26,-12,-32,-26,-27,-24,-32,-32,-15,-33,-17,-37
677,-13,-37,-34,-28,-17,-15,-15,-23,-9,-25,-23,-13,-34,-32,-29,-6,-28,-17,-31,-31,-19,-7,-29,-22,-22,-17,-25,-27,-13,-30,-11,-32
678,-10,-32,-35,-26,-13,-8,-9,-20,-13,-20,-17,-5,-28,-28,-24,-3,-23,-10,-27,-24,-16,0,-24,-17,-19,-12,-19,-20,-5,-24,-8,-30
679,-3,-28,-32,-20,-8,-3,-4,-13,-18,-13,-13,1,-25,-24,-19,2,-16,-4,-21,-20,-11,5,-19,-11,-13,-7,-14,-16,-2,-19,-1,-21
680,3,-22,-27,-12,-1,2,4,-4,-18,-9,-8,4,-19,-19,-13,8,-12,-1,-13,-14,-5,7,-12,-6,-4,2,-5,-12,4,-13,4,-15
681,7,-15,-21,-6,2,10,10,1,-24,0,-1,8,-14,-14,-7,12,-6,5,-9,-8,3,9,-5,2,2,7,1,-5,9,-7,6,-11
682,13,-9,-15,0,7,12,14,7,-25,6,4,11,-5,-10,-3,13,2,10,-2,-3,5,14,3,7,5,12,5,3,11,-2,9,-5
683,13,-5,-10,7,9,14,13,10,-24,9,7,11,2,-3,6,15,6,14,6,4,9,11,7,11,10,14,10,6,11,5,14,2
684,14,2,-4,9,11,12,12,13,-23,13,10,11,8,3,8,13,10,16,6,8,12,11,12,14,14,13,16,11,13,7,12,7
685,14,6,0,9,11,15,11,14,-20,16,13,11,9,3,14,9,12,15,11,10,12,7,14,13,16,14,15,13,12,9,10,9
686,11,11,6,13,11,12,9,14,-15,16,13,8,12,8,14,7,13,12,11,11,13,5,12,15,16,13,15,18,10,13,8,12
687,9,10,12,13,8,10,7,14,-9,14,11,5,13,8,16,6,12,11,14,12,14,-1,16,13,18,10,13,17,6,15,7,15
688,4,10,13,13,5,3,4,11,0,14,10,1,14,7,16,-3,16,7,14,10,9,-4,15,8,12,7,11,15,3,14,3,12
689,2,10,16,12,1,0,-1,8,5,12,8,-1,13,6,13,-5,13,1,12,9,7,-6,13,5,11,3,9,11,-1,12,-1,10
690,-1,9,16,8,-2,-2,-2,4,12,6,6,-5,11,7,10,-8,10,-3,10,5,5,-9,10,2,7,-1,5,8,-5,9,-3,8
691,-5,4,17,5,-7,-6,-6,3,20,5,2,-7,10,5,6,-9,11,-6,7,4,-1,-13,7,-3,2,-4,2,5,-8,7,-6,6
692,-9,1,14,1,-8,-8,-6,-3,29,0,-2,-10,4,-1,5,-9,7,-7,5,2,-4,-14,4,-8,-2,-8,-1,2,-10,5,-9,3
693,-10,-2,11,2,-9,-10,-10,-6,34,-4,-3,-7,2,-3,-1,-10,-1,-11,0,1,-7,-11,1,-9,-3,-10,-7,-2,-9,1,-9,1
694,-11,-5,7,-3,-12,-11,-11,-7,36,-8,-6,-7,-3,-7,-3,-9,-5,-11,-3,-1,-9,-7,-6,-8,-5,-10,-7,-8,-7,-4,-8,-5
695,-8,-7,4,-7,-11,-9,-8,-8,37,-8,-7,-4,-5,-8,-8,-5,-7,-10,-4,-5,-9,-6,-5,-10,-7,-8,-7,-8,-6,-6,-7,-6
696,-6,-11,-1,-9,-9,-6,-6,-7,40,-7,-7,-1,-10,-8,-8,-2,-7,-10,-7,-6,-9,-2,-7,-6,-6,-7,-6,-9,-4,-8,-5,-8
697,-2,-10,-6,-7,-7,0,0,-5,38,-7,-6,2,-10,-8,-8,2,-8,-7,-8,-5,-5,2,-9,-8,-5,-5,-7,-11,1,-8,0,-8
698,2,-10,-8,-7,0,3,5,-3,36,-5,-4,6,-9,-7,-6,9,-6,-1,-7,-2,-3,8,-6,-4,-1,0,-1,-10,9,-8,6,-8
699,5,-9,-8,-5,3,5,12,0,29,-3,1,11,-5,-5,-3,12,-6,3,-6,0,1,14,-2,0,1,4,2,-4,13,-3,12,-5
700,12,-5,-8,-2,8,13,15,3,25,5,4,18,-5,1,-2,20,-2,10,-3,1,6,24,0,5,5,10,4,1,17,-3,17,-3
701,17,-2,-9,4,14,20,23,9,19,10,12,24,-1,4,3,27,3,17,2,6,12,28,4,8,10,17,11,6,25,0,24,-1
702,22,4,-6,10,18,25,27,14,13,16,17,26,4,10,10,30,8,21,8,13,19,32,11,18,15,21,17,13,30,6,29,3
703,28,10,-2,14,24,28,30,19,6,20,21,31,13,15,17,31,15,24,16,16,26,32,16,23,20,25,22,19,31,13,33,12
704,32,13,3,20,29,29,31,24,-2,25,27,35,17,18,23,33,17,29,18,21,29,35,21,30,24,29,27,22,34,18,34,21
705,35,19,7,22,33,31,33,26,-7,28,30,33,20,21,26,34,24,33,22,27,31,35,26,32,27,33,28,27,33,21,35,24
706,37,26,12,27,34,31,33,30,-11,28,32,33,26,24,28,32,27,32,27,31,29,30,27,33,30,36,30,30,32,29,35,27
707,38,26,14,28,34,30,31,31,-16,30,31,29,27,28,31,29,32,34,29,31,32,26,29,35,29,33,30,32,30,32,32,30
708,32,28,23,30,31,28,30,31,-15,30,30,23,31,28,32,24,31,31,30,32,30,23,33,35,28,31,29,33,26,33,27,32
709,25,29,26,27,29,24,23,29,-15,27,26,22,31,26,28,18,31,28,31,31,30,17,29,31,24,28,25,30,21,32,21,31
710,21,29,28,26,23,16,17,25,-14,24,23,13,31,28,27,12,29,21,27,30,22,9,25,26,20,24,20,25,13,29,17,29
711,13,25,29,21,16,13,11,17,-12,18,15,6,30,23,23,5,24,17,23,24,16,2,19,23,16,18,15,20,7,26,11,26
712,8,21,27,18,9,6,4,12,-8,10,9,-1,22,17,18,-1,19,9,19,16,13,-5,16,14,10,10,8,10,-1,19,2,23
713,0,17,27,13,1,-2,-4,3,-6,4,1,-12,17,9,12,-9,11,2,10,11,6,-12,9,7,3,3,0,6,-9,14,-7,15
714,-9,10,24,4,-4,-11,-10,-2,-1,-4,-10,-17,9,6,5,-18,3,-6,4,4,-2,-20,-2,0,-5,-4,-8,0,-15,9,-15,7
715,-17,6,20,-3,-12,-16,-18,-8,0,-12,-17,-21,3,1,-2,-23,-4,-13,-3,-2,-10,-27,-7,-7,-13,-11,-17,-9,-18,-1,-19,0
716,-22,1,13,-12,-21,-22,-23,-17,6,-19,-21,-26,-5,-8,-12,-26,-11,-16,-9,-10,-12,-31,-15,-16,-20,-18,-22,-15,-24,-10,-23,-6
717,-26,-3,8,-21,-26,-27,-26,-22,7,-22,-26,-29,-13,-12,-18,-31,-20,-21,-16,-16,-19,-30,-21,-22,-27,-24,-27,-23,-29,-15,-28,-16
718,-30,-7,4,-25,-29,-28,-31,-25,5,-27,-31,-31,-21,-15,-24,-32,-26,-25,-25,-22,-24,-34,-27,-23,-30,-26,-29,-29,-31,-23,-30,-22
719,-30,-12,-6,-26,-31,-32,-34,-28,6,-31,-35,-33,-24,-19,-27,-33,-28,-29,-27,-27,-26,-33,-30,-30,-32,-28,-30,-30,-33,-28,-32,-26
720,-32,-16,-12,-30,-33,-32,-31,-30,3,-33,-37,-31,-27,-19,-29,-31,-30,-30,-31,-31,-28,-31,-30,-31,-32,-32,-30,-31,-30,-29,-31,-31
721,-30,-16,-18,-31,-33,-30,-29,-31,-2,-33,-33,-29,-31,-22,-31,-29,-31,-30,-33,-33,-27,-26,-34,-31,-30,-29,-30,-33,-27,-31,-30,-32
722,-28,-16,-24,-31,-30,-27,-28,-27,-8,-29,-31,-25,-32,-20,-29,-25,-32,-28,-32,-32,-25,-20,-32,-30,-25,-29,-27,-32,-22,-30,-25,-30
723,-22,-10,-28,-25,-27,-24,-21,-23,-14,-24,-27,-21,-33,-19,-26,-20,-26,-25,-30,-32,-22,-17,-26,-29,-21,-28,-21,-26,-18,-31,-20,-31
724,-18,-12,-32,-21,-21,-18,-17,-18,-19,-19,-18,-12,-28,-13,-20,-13,-21,-19,-26,-25,-19,-10,-20,-24,-16,-22,-15,-20,-15,-29,-14,-28
725,-14,-8,-35,-17,-18,-13,-11,-14,-27,-10,-13,-8,-27,-11,-15,-8,-18,-13,-21,-21,-15,-3,-16,-17,-11,-16,-9,-16,-8,-20,-8,-22
726,-8,-7,-34,-9,-12,-8,-6,-8,-31,-6,-5,-5,-18,-6,-10,-1,-9,-8,-15,-16,-11,0,-11,-13,-5,-10,1,-11,-1,-16,-3,-14
727,-1,-3,-31,-7,-3,-2,1,-2,-36,1,1,3,-9,-4,-4,4,-5,-4,-8,-9,-7,4,-5,-8,1,-3,6,-1,3,-8,4,-10
728,3,-2,-26,1,3,3,5,2,-39,7,8,6,-3,0,2,5,2,-1,-2,1,0,8,2,-4,9,0,13,4,9,-1,8,-3
729,7,-2,-20,7,7,7,9,8,-39,12,12,8,1,1,7,8,10,6,4,7,3,9,10,2,11,7,13,8,10,6,11,4
730,9,0,-16,11,9,9,10,15,-38,17,18,10,7,1,10,12,11,9,10,12,10,11,14,6,15,9,18,13,12,11,12,8
731,12,2,-12,13,13,10,12,15,-35,16,22,11,12,0,14,11,16,9,14,18,14,10,16,8,17,12,19,17,13,17,14,12
732,14,-2,-5,14,12,11,12,15,-33,16,21,12,15,-1,18,12,16,9,16,20,11,9,19,9,18,12,18,18,11,22,13,16
733,12,-4,1,14,11,8,11,15,-23,16,18,9,16,1,17,10,17,8,16,18,10,6,19,10,18,10,14,18,11,21,9,16
734,10,-5,4,13,12,9,9,14,-14,14,15,10,16,-5,17,4,17,9,17,18,9,1,18,11,13,8,10,17,9,20,6,17
735,6,-10,11,10,11,6,6,11,-7,9,10,5,16,-9,12,2,11,8,16,15,5,2,15,12,9,8,5,15,4,20,5,14
736,3,-12,14,8,7,3,3,3,4,4,3,1,13,-10,10,0,8,4,12,12,5,-1,9,12,3,5,-3,10,0,13,4,13
737,0,-17,14,0,6,-1,2,-3,16,-3,-1,-4,11,-15,2,-2,3,1,6,8,2,-2,3,7,-4,5,-7,5,-2,8,2,9
738,-5,-19,12,-6,3,-4,-5,-8,27,-9,-8,-7,6,-21,-3,-5,-3,1,0,1,-1,-7,-2,5,-10,1,-12,-2,-4,1,-2,2
739,-7,-24,12,-12,-2,-7,-5,-13,34,-14,-13,-7,-1,-22,-7,-5,-10,-4,-6,-8,-3,-7,-10,0,-15,-3,-17,-7,-8,-6,-3,-5
740,-9,-25,11,-15,-3,-6,-8,-19,41,-20,-20,-9,-8,-23,-15,-6,-14,-7,-12,-12,-9,-7,-15,-3,-20,-7,-24,-12,-9,-13,-5,-8
741,-9,-25,7,-19,-7,-6,-7,-23,47,-22,-23,-8,-14,-25,-20,-5,-22,-6,-16,-18,-9,-7,-22,-5,-24,-7,-27,-19,-7,-18,-5,-14
742,-8,-25,4,-23,-6,-7,-6,-26,50,-25,-25,-7,-20,-23,-23,-3,-25,-8,-21,-24,-9,-7,-27,-6,-23,-9,-29,-21,-8,-24,-5,-20
743,-7,-21,0,-24,-7,-2,-7,-25,50,-24,-27,-6,-21,-20,-25,-3,-24,-10,-24,-26,-8,-3,-27,-7,-25,-7,-26,-25,-7,-24,-5,-22
744,-4,-19,-1,-22,-7,-1,-4,-24,50,-23,-25,-2,-22,-18,-25,-2,-24,-5,-26,-26,-7,1,-25,-5,-22,-6,-22,-24,-3,-25,-4,-22
745,-2,-13,-5,-22,-6,0,-1,-22,47,-18,-19,1,-25,-13,-23,3,-23,-4,-26,-28,-5,2,-23,-6,-20,-3,-20,-22,-3,-27,0,-23
746,-2,-5,-5,-17,-4,4,2,-17,42,-14,-17,4,-22,-5,-20,5,-20,-1,-25,-25,-3,7,-19,-4,-15,0,-16,-18,2,-24,2,-20
747,1,0,-5,-13,1,8,6,-9,36,-8,-11,8,-18,1,-17,8,-14,4,-20,-19,3,12,-13,0,-8,4,-5,-13,7,-19,6,-15
748,8,7,-5,-5,6,11,9,-1,27,-1,1,11,-15,9,-12,14,-11,9,-12,-11,9,15,-5,1,1,8,4,-4,11,-13,10,-9
749,12,16,-3,1,8,14,14,5,18,9,7,13,-8,15,-3,14,0,9,-5,-4,9,17,3,5,8,11,14,1,14,-3,12,-3
750,16,24,0,9,12,16,17,16,9,16,16,15,1,23,6,16,9,13,4,3,12,22,11,12,19,12,21,8,15,4,12,3
751,21,30,2,17,12,18,19,26,1,23,25,18,8,29,15,17,16,13,15,16,16,20,19,13,29,15,29,16,17,12,14,12
752,22,37,7,29,12,19,17,33,-6,31,31,18,16,35,27,17,26,16,23,25,19,20,29,16,36,19,36,26,19,19,16,21
753,21,39,14,33,14,19,18,38,-11,37,40,19,22,36,32,19,32,19,30,31,20,18,35,18,41,20,41,34,18,28,16,27
754,18,42,20,39,17,19,15,42,-17,42,41,17,31,39,38,15,37,19,36,36,21,15,42,19,45,18,46,38,20,34,17,32
755,17,42,21,43,14,15,17,45,-19,44,44,15,37,39,42,12,40,17,43,42,20,11,46,19,46,20,49,41,17,40,15,38
756,14,42,25,44,14,13,14,47,-20,44,43,10,41,36,43,10,44,13,46,46,16,5,47,14,47,15,47,45,11,45,12,42
757,11,35,30,41,11,9,9,42,-18,43,42,9,45,34,46,6,45,8,48,45,12,1,44,11,43,10,41,42,7,46,8,45
758,9,31,30,40,8,6,6,39,-17,38,39,6,44,28,43,2,40,8,45,43,10,-1,42,10,40,7,36,40,5,44,4,43
759,3,23,29,36,6,2,1,35,-15,32,32,2,41,21,38,-1,39,4,41,38,8,-6,35,7,32,3,32,36,-1,37,1,43
760,0,18,28,30,5,-2,-4,28,-9,25,24,-4,37,12,35,-4,32,-1,38,35,4,-10,30,3,23,0,23,29,-5,34,-4,35
761,-2,12,25,22,-1,-7,-8,17,0,16,14,-5,32,6,25,-10,25,-5,28,26,-1,-12,22,0,16,-7,12,20,-7,28,-6,29
762,-7,3,19,15,-8,-9,-10,8,2,9,7,-8,25,1,16,-10,14,-8,20,18,-5,-13,12,-3,6,-9,4,14,-12,20,-8,22
763,-8,-2,11,3,-9,-10,-11,-2,7,-2,-4,-11,14,-5,8,-12,8,-10,9,10,-8,-15,2,-7,-5,-11,-5,2,-12,10,-12,16
764,-10,-12,5,-3,-11,-12,-11,-12,11,-12,-12,-15,7,-11,-1,-10,-2,-12,-1,0,-12,-13,-6,-10,-16,-13,-14,-6,-12,2,-10,4
765,-11,-16,1,-12,-11,-11,-12,-22,12,-20,-19,-12,-3,-15,-11,-11,-13,-16,-9,-11,-12,-13,-15,-14,-22,-13,-23,-15,-13,-9,-13,-4
766,-13,-17,-9,-20,-11,-12,-12,-27,11,-24,-25,-14,-11,-18,-20,-9,-21,-14,-17,-17,-11,-12,-22,-13,-28,-14,-29,-19,-13,-16,-11,-12
767,-11,-17,-18,-26,-10,-13,-9,-32,12,-29,-29,-12,-19,-17,-26,-7,-27,-12,-25,-24,-14,-11,-29,-13,-31,-11,-32,-28,-10,-23,-10,-22
768,-9,-19,-25,-33,-10,-9,-7,-34,8,-34,-31,-9,-24,-17,-31,-5,-28,-10,-31,-30,-12,-6,-32,-10,-33,-10,-33,-32,-7,-29,-10,-27
769,-7,-17,-27,-34,-9,-8,-5,-37,2,-36,-35,-7,-30,-15,-34,-5,-31,-7,-33,-32,-9,-3,-35,-12,-33,-8,-36,-34,-7,-33,-5,-34
770,-6,-15,-30,-35,-6,-6,-5,-36,-1,-37,-32,-3,-32,-14,-36,-3,-34,-5,-34,-33,-7,1,-35,-8,-33,-6,-34,-34,-5,-34,-4,-35
771,-3,-11,-32,-33,-2,-4,-1,-32,-8,-35,-30,-1,-32,-7,-35,1,-32,-3,-37,-33,-4,1,-33,-4,-34,-4,-31,-35,0,-33,-3,-37
772,1,-6,-30,-33,0,0,3,-29,-16,-32,-27,-1,-33,-4,-32,1,-33,-1,-36,-32,-3,3,-33,-2,-31,-1,-27,-32,1,-32,3,-36
773,4,-4,-30,-31,-2,1,3,-23,-24,-26,-23,0,-33,0,-29,4,-27,3,-30,-28,-2,6,-30,0,-24,3,-22,-26,4,-29,3,-32
774,2,0,-26,-25,2,3,7,-17,-28,-21,-17,0,-30,2,-22,6,-25,2,-26,-22,0,5,-24,1,-18,2,-18,-20,6,-22,4,-27
775,4,3,-19,-21,2,7,7,-14,-36,-15,-10,2,-24,5,-15,5,-17,4,-21,-19,3,3,-18,2,-13,7,-12,-14,4,-18,6,-21
776,3,6,-14,-13,2,5,4,-8,-38,-9,-6,3,-17,5,-13,5,-12,7,-16,-14,4,2,-13,6,-7,9,-7,-9,3,-13,3,-16
777,2,5,-9,-6,2,1,4,-2,-37,-2,1,2,-12,5,-7,4,-6,4,-8,-6,2,-1,-6,5,0,5,-1,-3,1,-9,2,-13
778,2,6,0,0,0,2,2,5,-39,3,3,-3,-7,4,-1,1,-2,3,-4,-5,3,-2,0,6,3,2,6,2,1,-4,-2,-5
779,1,1,6,2,0,0,1,7,-38,6,5,-4,0,-1,6,-2,2,3,3,2,2,-3,7,3,8,1,6,7,-3,1,-4,0
780,-1,-3,12,5,-5,-3,-4,7,-33,10,6,-8,3,-5,8,-5,6,-2,7,4,1,-8,10,1,9,1,8,11,-6,6,-6,3
781,-6,-4,17,6,-7,-6,-4,9,-29,10,6,-9,8,-11,10,-8,9,-5,11,6,-2,-12,11,-2,7,-5,11,12,-9,8,-8,7
782,-7,-11,18,9,-9,-10,-9,9,-24,10,8,-12,9,-15,14,-12,10,-8,8,5,-6,-14,8,-5,8,-11,7,11,-12,9,-13,11
783,-11,-19,20,8,-15,-11,-12,6,-15,9,6,-14,8,-24,13,-15,11,-10,9,6,-8,-16,11,-8,8,-11,7,10,-12,9,-13,12
784,-13,-21,23,7,-18,-14,-15,4,-8,5,2,-16,8,-29,10,-17,9,-13,10,5,-11,-19,14,-11,7,-13,5,5,-15,10,-14,10
785,-13,-26,19,5,-17,-13,-15,3,4,4,0,-15,9,-33,8,-16,6,-15,6,3,-13,-17,7,-14,2,-16,3,2,-18,6,-15,9
786,-16,-31,15,2,-19,-15,-17,1,10,1,-2,-15,5,-36,5,-16,4,-17,4,0,-14,-16,5,-12,2,-16,-1,-3,-16,5,-16,5
787,-14,-35,11,0,-17,-13,-15,-2,18,-1,-4,-13,2,-39,-2,-15,-1,-17,1,-2,-15,-16,3,-15,-1,-15,-3,-6,-15,0,-16,1
788,-15,-40,3,-3,-16,-11,-12,-1,25,-3,-7,-10,-3,-42,-3,-12,-3,-15,-2,-5,-15,-12,0,-15,-5,-14,-7,-7,-11,-4,-13,-3
789,-11,-39,-4,-7,-14,-10,-10,-7,31,-5,-9,-7,-5,-41,-4,-5,-7,-12,-6,-9,-10,-7,-3,-14,-6,-15,-8,-10,-8,-7,-6,-5
790,-5,-36,-9,-8,-9,-6,-8,-8,33,-6,-6,-4,-5,-34,-6,-3,-8,-12,-8,-10,-6,-2,-7,-10,-4,-13,-10,-12,-2,-8,-4,-8
791,-2,-32,-17,-8,-7,-1,-3,-8,33,-7,-6,0,-7,-29,-8,3,-9,-5,-8,-9,-5,2,-8,-6,-6,-4,-9,-12,1,-9,-1,-11
792,0,-25,-23,-7,-2,3,3,-10,36,-3,-4,4,-9,-23,-10,6,-11,2,-7,-5,-1,6,-9,-2,-2,1,-5,-8,4,-11,5,-11
793,7,-19,-24,-7,3,6,8,-7,31,-4,-3,11,-8,-14,-7,8,-9,1,-5,-4,5,13,-8,2,0,5,-5,-6,8,-9,11,-10
794,10,-11,-27,-5,7,10,12,-2,29,0,0,16,-9,-4,-4,12,-8,10,-1,-4,9,17,-3,7,1,9,0,-3,15,-7,15,-7
795,15,0,-27,0,11,15,18,2,26,4,5,18,-6,7,-2,16,-3,13,-1,1,14,18,2,12,3,14,6,0,17,-3,21,-6
796,18,11,-26,2,13,20,20,8,24,8,12,21,-3,20,3,21,0,17,5,6,15,21,3,16,7,19,9,4,23,1,21,-1
797,21,20,-21,8,20,20,22,10,21,12,14,23,3,31,8,22,6,20,8,7,17,22,7,18,12,20,13,9,23,7,24,6
798,22,31,-16,12,23,21,25,16,14,18,18,24,5,36,11,22,11,23,14,13,20,21,14,22,17,24,19,13,26,10,24,7
799,24,38,-10,17,24,23,22,22,14,21,24,22,12,42,15,21,16,26,16,20,20,21,18,23,20,24,23,18,22,14,22,11
