,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
324,0,-4,2,3,-4,2,-3,-1,2,2,-5,0,5,-2,12,-8
325,7,4,9,6,-3,9,1,4,8,8,-1,4,9,5,18,-2
326,12,7,15,10,6,14,6,7,13,13,1,11,14,8,22,3
327,13,10,19,13,8,18,9,10,18,15,8,11,17,11,23,7
328,17,14,20,15,13,18,11,14,20,16,12,15,22,14,22,11
329,19,16,21,16,16,22,14,16,20,15,14,16,22,15,24,13
330,20,18,21,15,16,23,16,17,21,16,15,20,22,17,21,15
331,22,23,18,16,19,22,19,17,21,15,17,18,20,18,17,15
332,23,21,14,14,18,22,18,17,17,13,15,17,20,20,14,13
333,17,17,10,12,15,16,16,15,15,13,14,17,16,16,10,16
334,15,17,9,11,16,13,15,13,12,11,11,14,13,15,7,15
335,12,16,5,8,14,7,13,10,10,8,8,11,11,13,0,13
336,9,13,0,7,12,2,11,7,2,5,8,8,6,9,-6,13
337,5,7,-5,3,11,-1,9,3,0,3,5,4,2,7,-9,10
338,2,6,-7,4,8,-7,6,2,-5,-1,4,0,-5,3,-13,4
339,-1,2,-11,3,3,-5,3,0,-7,-3,1,-1,-9,1,-11,1
340,-6,1,-9,2,-1,-9,2,-4,-11,-3,1,-4,-12,-2,-14,-1
341,-7,-3,-8,1,-3,-12,-1,-4,-13,-7,-2,-4,-12,-7,-13,-3
342,-6,-5,-8,-1,-1,-10,-3,-3,-11,-8,-1,-9,-12,-7,-9,-5
343,-8,-8,-8,-1,-2,-12,-3,-7,-12,-9,-5,-9,-11,-7,-9,-5
344,-6,-8,-8,-3,-3,-11,-5,-6,-12,-6,-4,-9,-12,-5,-5,-6
345,-8,-7,-4,-3,-3,-10,-7,-3,-6,-3,-5,-4,-9,-6,-4,-8
346,-7,-7,0,-3,-4,-5,-5,-2,-4,-2,-6,-3,-5,-8,1,-5
347,-4,-7,4,-2,-4,-1,-5,-2,-2,-3,-6,-4,0,-4,5,-6
348,-5,-7,6,-4,-3,1,-6,-3,3,-1,-4,0,4,-1,8,-4
349,-4,-4,7,-6,-1,5,-4,-1,4,-1,-3,-1,7,-2,12,-5
350,-3,-2,7,-5,-3,9,-3,1,9,-1,0,-3,10,-2,15,-2
351,-2,-2,9,-6,-4,10,-3,3,10,1,2,1,17,0,12,0
352,1,-3,11,-7,-3,12,-2,2,13,1,-1,3,15,2,14,-1
353,-1,-1,10,-9,-4,14,0,4,13,-1,0,0,17,0,15,-1
354,0,-2,11,-9,-4,10,0,0,14,-1,1,0,16,1,13,0
355,-3,-3,7,-9,-5,10,-1,-1,16,-3,-1,1,13,1,9,1
356,-3,-3,4,-9,-7,8,-1,1,14,-1,-4,0,10,-2,7,-2
357,-3,-5,3,-9,-6,7,-4,-3,8,-1,-2,-3,5,-4,3,-2
358,-4,-8,0,-8,-6,5,-5,-5,8,-4,-3,-5,2,-3,-4,-1
359,-5,-7,-7,-9,-6,-2,-3,-5,4,-6,-6,-7,0,-2,-8,-2
360,-7,-7,-11,-10,-7,-3,-3,-3,-3,-6,-6,-5,-5,-4,-13,-3
361,-5,-6,-13,-7,-6,-9,-5,-6,-10,-7,-7,-6,-10,-4,-16,-4
362,-6,-9,-15,-5,-6,-14,-4,-8,-14,-4,-8,-5,-14,-7,-18,-5
363,-6,-8,-19,-6,-8,-17,-5,-8,-16,-4,-7,-6,-17,-6,-22,-6
364,-5,-6,-21,-2,-8,-19,-4,-6,-18,-4,-5,-7,-20,-7,-22,-7
365,-6,-4,-18,-1,-6,-19,-2,-6,-21,-4,-5,-5,-22,-5,-20,-6
366,-5,-2,-17,-1,-4,-20,-1,-5,-21,0,-5,-2,-23,-6,-17,-6
367,-2,-1,-17,2,-2,-20,0,-3,-22,1,-2,-1,-23,-6,-16,-6
368,0,1,-12,5,-2,-18,-1,-1,-21,0,-2,-1,-20,-6,-13,-3
369,1,2,-8,8,1,-15,1,0,-20,3,1,2,-18,-3,-8,0
370,2,6,-4,9,3,-10,2,5,-18,3,0,3,-15,1,-5,-1
371,4,4,1,9,5,-7,3,5,-15,4,1,4,-9,-1,-1,2
372,5,11,5,9,8,-4,4,5,-8,5,7,4,-5,1,4,4
373,3,9,7,10,9,4,4,8,-3,6,6,6,-1,1,8,4
374,8,9,10,11,9,8,5,7,2,3,8,6,4,3,9,5
375,7,8,14,9,10,11,5,8,8,4,10,5,10,4,12,4
376,7,7,14,6,7,13,6,7,11,4,9,5,11,3,10,6
377,7,8,16,7,8,14,6,9,14,4,8,4,14,3,16,6
378,5,6,17,5,9,16,5,5,17,5,6,2,15,3,17,6
379,5,5,19,1,8,17,5,2,17,4,5,4,16,3,17,5
380,-1,4,15,1,5,16,5,5,18,1,3,1,16,3,16,6
381,1,3,12,2,6,15,3,5,18,4,3,-1,16,6,10,4
382,1,2,12,4,2,13,3,2,16,1,3,-1,14,0,9,2
383,2,1,10,1,0,11,1,0,14,2,1,0,12,-1,10,1
384,0,1,5,1,0,8,0,0,14,2,-1,-1,10,0,8,0
385,3,1,3,-1,1,6,1,2,11,2,-1,1,6,1,6,1
386,2,2,0,0,0,3,-1,1,5,3,-1,-2,3,0,7,-1
387,2,1,-2,-3,-1,-1,-2,-1,3,4,0,2,2,1,3,1
388,1,0,-4,-3,-1,-3,-2,0,2,1,-3,4,1,1,2,0
389,4,2,-6,-3,-1,-4,2,-1,-2,-2,-1,5,-4,2,1,0
390,4,1,-6,-5,-3,-5,-1,-1,-5,1,-1,6,-3,2,-1,-2
391,4,1,-7,-3,-1,-4,0,0,-3,2,0,4,-3,2,-2,1
392,2,0,-9,-2,-2,-5,2,1,-2,2,0,7,-4,2,-4,1
393,3,0,-7,0,0,-4,0,2,-2,4,2,4,-4,3,-7,3
394,2,1,-6,-2,0,-4,2,2,-4,3,1,4,-3,4,-4,3
395,2,0,-4,1,2,0,1,3,-4,3,1,3,-4,3,-6,3
396,-1,-2,-2,0,1,1,-1,2,-1,2,1,2,-1,1,-3,2
397,0,-2,-1,-1,4,1,0,0,-2,1,3,-1,0,2,-3,5
398,-1,-4,0,-2,3,1,5,-1,-1,0,2,-1,0,1,-3,5
399,-3,-6,0,0,1,1,5,-3,-2,-2,2,-3,5,1,-2,3
400,-5,-7,1,2,3,3,3,-5,-1,1,2,-5,2,0,-2,2
401,-6,-7,1,1,2,5,1,-5,0,-1,0,-5,2,-1,-2,2
402,-7,-5,-2,-2,0,4,1,-3,1,-3,2,-6,2,-3,-4,1
403,-9,-6,-1,-2,0,3,1,-4,2,-5,2,-7,0,-3,-5,-2
404,-11,-6,1,0,-3,-1,-4,-5,-2,-2,0,-6,-3,-5,-7,-2
405,-8,-6,2,0,-4,-3,-4,-8,-1,-4,-3,-7,-4,-4,-7,-2
406,-9,-4,1,0,-3,-4,-6,-4,-2,-5,-4,-9,-8,-3,-6,-3
407,-8,-3,-2,0,-6,-4,-7,-8,-3,-6,-6,-6,-6,-4,-7,-4
408,-5,-2,-2,3,-7,-6,-6,-5,-6,-3,-4,-7,-7,-3,-9,-4
409,-3,-2,-4,2,-5,-6,-6,-2,-6,-3,-4,-4,-10,-2,-7,-3
410,-1,-1,-6,0,-5,-9,-5,-2,-5,-3,-4,-3,-7,-3,-8,-5
411,-1,1,-6,1,-3,-9,-3,-2,-6,-2,-4,-3,-9,1,-6,-4
412,2,4,-5,0,-3,-8,-5,-2,-6,0,-3,2,-8,1,-7,-4
413,5,4,-4,0,0,-8,-3,2,-5,0,-1,3,-5,1,-4,-3
414,4,4,-4,2,0,-5,-2,3,-5,3,0,1,-2,2,-3,-3
415,5,7,-4,5,1,-2,-1,3,-1,5,3,2,-3,1,-3,-1
416,7,5,-3,4,3,0,0,2,3,5,3,2,-2,2,-1,-1
417,7,7,0,3,3,1,2,4,2,5,3,2,-2,3,1,2
418,7,4,1,2,3,3,2,4,5,5,4,3,0,4,1,2
419,6,3,0,4,3,2,3,6,4,3,2,3,3,1,4,4
420,5,4,-1,5,4,5,4,5,8,4,2,2,4,3,5,5
421,6,3,2,0,2,5,4,2,7,3,2,0,8,2,7,4
422,6,4,5,1,2,5,1,-2,7,1,2,2,7,2,10,1
423,2,0,3,-3,1,8,2,2,8,2,-1,2,5,0,8,4
424,2,-2,5,-2,3,8,2,1,7,0,-1,0,7,0,7,1
425,4,-2,6,-2,2,7,1,0,7,-1,-4,-1,7,-1,7,0
426,0,-3,5,-5,-1,5,0,-4,5,-2,-2,-3,6,-1,5,0
427,-4,-4,2,-6,-2,6,-2,0,5,-1,-3,-1,5,-1,4,0
428,-1,-3,1,-4,-2,4,-2,-1,6,-3,-5,-1,3,-1,4,-1
429,0,-2,1,-3,-3,4,-3,-2,4,-1,0,-3,2,-1,3,-3
430,-3,-2,3,-3,-4,3,-3,-2,3,-1,-1,0,2,-3,-1,-3
431,-4,0,2,-3,-4,2,-1,0,1,0,0,0,3,1,0,0
432,-2,1,3,-1,-2,0,-1,-2,0,1,-1,0,1,2,-1,0
433,-2,1,3,6,-2,-3,-1,1,-2,2,2,2,0,1,-1,-1
434,0,3,4,8,1,-3,3,3,-1,4,1,2,-1,3,-2,0
435,1,4,4,7,5,-4,3,5,-1,4,3,7,-1,3,-1,1
436,2,6,3,7,6,-1,5,5,-1,5,5,3,-1,4,-3,3
437,3,6,4,8,6,-2,8,7,-3,7,7,5,1,6,-3,4
438,5,6,2,7,10,0,8,6,-2,5,5,4,2,7,-3,4
439,5,7,0,8,11,2,6,6,0,5,6,5,3,5,-1,6
440,3,8,0,6,11,1,7,7,0,4,6,3,0,6,-1,6
441,5,4,1,2,8,2,7,3,1,2,5,0,1,4,1,3
442,1,3,0,0,7,2,7,-1,1,1,5,-3,1,3,0,2
443,0,1,0,-2,5,3,1,-3,1,-1,1,-4,0,0,-2,2
444,-3,-1,2,-7,0,1,2,-3,0,-3,0,-3,-1,1,2,0
445,-7,-1,1,-11,-3,2,-4,-5,2,-8,-3,-6,1,-1,-1,-4
446,-8,-6,-2,-16,-6,0,-9,-9,1,-9,-5,-10,-1,-7,-1,-8
447,-9,-10,-4,-17,-12,2,-13,-9,0,-10,-9,-13,-1,-12,1,-12
448,-12,-14,-4,-21,-14,1,-15,-11,0,-14,-14,-14,-3,-13,0,-13
449,-14,-15,-5,-23,-20,-3,-16,-15,-2,-19,-16,-18,-4,-13,-1,-17
450,-15,-17,-4,-23,-22,-6,-18,-15,-3,-20,-18,-19,-5,-18,-2,-17
451,-16,-17,-5,-21,-24,-6,-20,-17,-3,-14,-17,-18,-5,-16,-1,-16
452,-15,-17,-7,-19,-23,-5,-19,-19,-2,-16,-19,-15,-5,-16,0,-20
453,-14,-16,-7,-16,-23,-5,-18,-15,-5,-14,-15,-13,-6,-15,1,-18
454,-14,-14,-9,-11,-18,-5,-16,-11,-5,-10,-15,-10,-2,-15,-2,-14
455,-9,-12,-6,-8,-16,-4,-14,-8,-4,-7,-13,-5,-4,-12,-3,-11
456,-4,-5,-3,-1,-9,-4,-10,-4,-3,-3,-9,-2,-3,-6,-2,-8
457,0,-3,-4,6,-6,-4,-3,1,-4,5,-4,2,-3,-1,-1,-3
458,3,2,-1,9,0,1,4,6,-2,9,3,9,-1,5,-1,1
459,7,7,0,15,7,3,10,10,-1,15,7,14,-1,10,0,5
460,16,12,1,23,11,3,15,15,0,18,10,17,1,14,2,11
461,19,17,1,24,16,5,15,18,2,23,16,22,1,18,1,15
462,23,20,3,28,24,3,22,20,-2,28,22,24,2,21,4,19
463,24,23,5,31,26,4,25,22,1,26,23,27,3,25,3,22
464,24,28,3,29,31,4,27,26,2,26,25,28,1,26,2,22
465,26,26,8,27,30,1,27,25,1,24,25,26,3,24,2,24
466,23,24,9,24,29,0,25,26,3,21,27,24,3,22,3,27
467,21,25,6,21,26,2,22,24,3,20,23,20,-1,19,4,25
468,18,22,6,17,23,2,20,18,2,13,20,19,1,15,2,22
469,14,17,5,11,19,1,15,13,3,9,17,10,0,12,0,18
470,10,13,3,7,19,0,12,10,1,7,14,8,0,9,0,15
471,3,10,1,2,13,-1,10,4,-1,2,11,3,1,3,-3,10
472,0,6,2,-3,5,0,2,-1,-1,-4,5,-2,-1,-2,-3,5
473,-5,3,1,-7,-2,-3,-2,-3,-3,-9,0,-6,-2,-8,-5,2
474,-12,-2,-3,-9,-4,-3,-4,-7,-1,-12,-7,-10,-1,-10,-4,-6
475,-14,-5,-4,-13,-10,-4,-8,-8,-1,-16,-9,-11,-3,-14,-2,-10
476,-17,-9,-4,-16,-12,-3,-13,-16,0,-18,-12,-13,-3,-15,0,-13
477,-16,-10,-3,-19,-14,-1,-15,-16,-1,-19,-15,-15,-3,-17,-2,-13
478,-14,-13,-3,-18,-17,1,-13,-14,1,-16,-17,-16,-3,-17,1,-15
479,-13,-16,-2,-15,-17,1,-15,-15,2,-15,-17,-14,-4,-18,2,-15
480,-11,-14,-3,-13,-16,1,-18,-11,2,-12,-13,-14,-2,-15,1,-18
481,-9,-13,0,-11,-16,3,-15,-9,3,-8,-12,-10,0,-11,0,-15
482,-4,-8,0,-8,-10,4,-13,-8,3,-4,-10,-5,-1,-7,6,-12
483,0,-8,0,-3,-7,4,-8,-5,5,0,-6,1,0,-6,7,-11
484,1,-4,3,0,-5,3,-4,0,5,4,-2,7,3,-3,4,-6
485,5,-1,4,2,0,5,1,6,6,8,1,10,4,4,4,-1
486,8,0,4,6,3,5,5,7,6,10,2,12,6,6,6,1
487,9,3,6,8,6,6,8,9,7,12,8,14,7,10,5,4
488,10,6,4,9,11,5,8,13,7,13,9,12,6,13,5,7
489,11,6,2,8,11,6,13,11,6,14,7,13,5,13,2,10
490,7,6,3,8,10,3,11,9,6,10,11,12,7,13,-2,10
491,5,6,-1,6,13,1,12,7,4,5,9,7,4,11,-3,9
492,3,4,-4,4,10,-1,8,6,1,3,7,1,0,6,-7,6
493,-1,2,-4,-1,6,-4,6,1,-3,-1,2,-2,-2,4,-8,4
494,-4,-2,-8,-4,4,-6,1,-3,-6,-4,-1,-6,-5,0,-14,2
495,-7,-5,-13,-10,2,-10,-3,-7,-11,-10,-4,-10,-9,-6,-17,-1
496,-12,-10,-16,-13,-6,-12,-5,-12,-12,-13,-9,-13,-14,-11,-17,-5
497,-16,-10,-16,-17,-10,-16,-10,-16,-14,-17,-13,-17,-15,-14,-19,-10
498,-20,-16,-17,-20,-13,-17,-15,-19,-14,-21,-19,-18,-18,-20,-18,-14
499,-23,-17,-18,-21,-17,-15,-18,-19,-17,-25,-23,-23,-19,-21,-17,-15
500,-24,-18,-15,-22,-20,-16,-20,-24,-16,-25,-25,-23,-18,-22,-16,-19
501,-23,-19,-14,-21,-23,-16,-22,-23,-17,-23,-27,-24,-18,-23,-14,-21
502,-24,-19,-11,-18,-23,-13,-21,-23,-16,-21,-24,-22,-15,-21,-10,-21
503,-22,-15,-8,-16,-22,-12,-23,-21,-13,-20,-22,-18,-12,-21,-5,-20
504,-17,-12,-2,-11,-20,-8,-20,-17,-9,-15,-20,-16,-9,-18,0,-18
505,-12,-9,1,-6,-20,-2,-14,-12,-5,-10,-15,-11,-4,-13,5,-15
506,-5,-4,6,0,-15,3,-10,-6,-2,-5,-11,-6,2,-7,8,-13
507,0,1,10,5,-8,8,-5,-2,5,-1,-4,1,8,-3,14,-8
508,5,7,14,9,-4,11,-1,5,9,6,0,6,11,3,18,-4
509,11,9,17,15,1,17,5,11,16,11,7,9,14,7,22,1
510,18,15,21,18,9,19,11,17,18,16,11,16,18,14,25,7
511,22,18,22,22,14,24,14,19,22,21,14,19,21,19,27,11
512,25,20,25,24,18,25,19,25,27,24,20,21,23,21,24,17
513,26,22,25,24,22,26,23,26,25,25,23,22,27,24,21,24
514,28,23,25,23,25,24,22,29,25,26,25,25,26,26,16,25
515,25,25,21,20,23,25,22,28,23,24,25,23,25,25,16,25
516,23,22,18,17,22,18,22,24,22,20,23,18,21,24,10,23
517,23,19,15,13,21,16,22,21,22,18,19,17,17,21,10,23
518,19,13,9,11,22,12,19,18,16,15,16,14,14,17,5,20
519,12,11,7,5,18,8,13,13,12,9,10,11,10,12,-1,15
520,5,4,0,-2,11,3,8,6,7,0,3,5,4,8,-8,10
521,0,-1,-3,-3,6,-2,3,2,-2,-4,-1,-2,-1,2,-7,4
522,-3,-6,-6,-7,1,-4,0,-4,-4,-7,-6,-4,-6,-1,-12,2
523,-7,-10,-10,-12,-4,-10,-4,-6,-7,-12,-10,-7,-8,-6,-14,-4
524,-11,-14,-11,-13,-7,-12,-8,-10,-12,-13,-13,-14,-12,-9,-15,-8
525,-13,-15,-10,-15,-11,-15,-12,-11,-17,-15,-17,-14,-15,-13,-14,-12
526,-16,-16,-13,-16,-11,-17,-14,-12,-15,-14,-18,-15,-16,-13,-14,-15
527,-18,-15,-14,-14,-14,-15,-14,-17,-14,-15,-20,-16,-13,-14,-12,-17
528,-15,-14,-13,-11,-15,-14,-14,-16,-16,-13,-20,-13,-13,-13,-8,-17
529,-12,-13,-12,-5,-14,-12,-13,-13,-15,-10,-13,-8,-11,-10,-6,-12
530,-11,-8,-9,-1,-10,-7,-10,-11,-11,-6,-12,-6,-6,-9,-3,-12
531,-6,-2,-5,3,-5,-5,-4,-7,-10,-1,-8,-5,-2,-8,3,-9
532,-3,1,-2,9,-1,-1,-1,-1,-7,2,-2,3,0,1,2,-4
533,3,5,2,11,3,1,4,3,-2,8,4,6,3,5,6,1
534,7,12,3,17,9,5,9,9,2,12,9,11,6,9,9,5
535,10,15,3,17,10,10,15,12,7,15,14,14,7,13,11,8
536,13,18,7,20,12,9,16,15,9,17,17,18,8,17,9,12
537,18,20,8,18,16,10,19,18,8,19,24,20,8,18,9,18
538,18,22,7,17,18,11,20,18,10,18,25,19,8,19,7,17
539,17,25,4,17,19,9,19,17,9,19,26,17,6,17,4,21
540,18,19,4,12,16,6,19,15,7,16,25,16,3,15,-1,19
541,16,15,1,8,15,2,18,15,5,13,20,12,0,12,-5,19
542,12,12,-4,4,13,-3,12,10,3,8,15,9,-2,7,-7,16
543,8,9,-7,-2,8,-6,9,5,-2,2,9,2,-8,4,-13,8
544,1,1,-11,-8,2,-10,3,2,-7,-5,5,-4,-10,-3,-15,4
545,-2,-3,-14,-14,-4,-15,-4,-7,-11,-10,-1,-7,-13,-9,-19,-2
546,-9,-11,-16,-19,-8,-17,-11,-11,-15,-16,-8,-14,-17,-14,-23,-6
547,-15,-17,-19,-27,-16,-23,-16,-18,-16,-21,-15,-17,-20,-19,-24,-12
548,-21,-22,-19,-30,-19,-23,-20,-22,-18,-24,-19,-22,-22,-22,-25,-19
549,-25,-26,-19,-30,-23,-23,-24,-26,-20,-28,-23,-24,-22,-27,-21,-22
550,-28,-28,-18,-29,-25,-23,-27,-29,-18,-28,-29,-25,-21,-30,-18,-26
551,-28,-30,-17,-30,-28,-19,-28,-28,-19,-28,-30,-26,-21,-31,-15,-26
552,-28,-32,-10,-28,-26,-16,-30,-27,-18,-25,-29,-26,-18,-26,-11,-28
553,-23,-29,-8,-23,-25,-14,-27,-22,-14,-18,-28,-26,-15,-26,-4,-27
554,-20,-27,-4,-15,-23,-7,-25,-21,-9,-15,-22,-21,-9,-22,2,-24
555,-18,-22,2,-11,-18,0,-20,-17,-3,-11,-20,-15,-3,-18,6,-21
556,-11,-16,8,-2,-13,4,-13,-10,0,-6,-15,-6,3,-14,13,-17
557,-4,-8,12,5,-9,10,-8,-4,6,1,-6,0,8,-7,15,-9
558,2,-3,17,10,-2,16,-2,1,9,8,0,7,9,0,20,-4
559,8,5,21,16,5,18,4,9,14,15,5,13,15,8,24,3
560,14,11,22,24,12,23,11,15,19,19,10,16,20,12,26,10
561,16,19,25,25,15,25,17,19,21,21,18,21,23,16,27,15
562,21,23,25,26,19,25,21,24,23,25,22,24,25,20,23,19
563,23,28,24,26,24,25,23,26,24,25,22,24,25,22,23,21
564,25,30,22,25,25,22,28,24,22,23,26,26,25,25,21,24
565,24,30,20,24,24,22,28,25,20,23,26,25,22,25,13,25
566,23,30,18,20,23,19,25,22,18,19,24,22,18,22,7,22
567,21,25,13,14,23,15,22,20,14,16,21,18,15,19,4,20
568,17,23,7,7,20,9,17,16,11,12,17,13,9,15,1,19
569,15,17,0,4,15,1,15,12,2,7,16,9,1,7,-6,15
570,8,8,-3,0,10,-4,9,6,-2,0,12,4,-1,3,-9,10
571,2,3,-9,-5,3,-7,4,-1,-5,-5,5,-1,-7,-3,-12,7
572,-3,-3,-12,-7,-1,-12,-1,-5,-9,-10,-1,-8,-12,-6,-14,-1
573,-6,-8,-15,-14,-5,-17,-7,-8,-11,-12,-6,-13,-15,-10,-17,-2
574,-13,-13,-15,-16,-8,-17,-11,-13,-15,-16,-11,-16,-16,-13,-18,-9
575,-17,-18,-17,-18,-12,-16,-15,-14,-15,-14,-12,-18,-16,-16,-17,-14
576,-17,-20,-19,-19,-16,-16,-18,-17,-14,-15,-16,-18,-16,-17,-13,-17
577,-18,-23,-14,-20,-18,-16,-19,-16,-12,-15,-19,-16,-13,-17,-6,-17
578,-19,-23,-11,-15,-16,-13,-18,-16,-9,-16,-16,-15,-11,-16,-1,-17
579,-18,-21,-6,-14,-17,-7,-18,-14,-6,-13,-17,-11,-4,-16,1,-15
580,-16,-19,-2,-8,-14,-2,-18,-11,-3,-9,-16,-9,1,-11,6,-13
581,-11,-15,2,-7,-12,3,-12,-6,2,-5,-12,-5,5,-8,10,-12
582,-8,-9,7,-4,-8,8,-7,-4,7,-2,-8,0,10,-5,16,-10
583,-5,-3,11,4,-5,12,-3,1,13,2,-4,5,14,-1,18,-5
584,0,2,14,7,-2,14,-2,5,17,8,2,8,18,3,19,-1
585,5,5,19,8,4,19,5,10,18,11,6,9,21,8,22,3
586,8,9,21,12,8,20,9,10,20,12,12,11,22,12,21,9
587,10,12,22,12,7,23,12,11,20,16,14,13,22,15,18,14
588,12,16,17,13,14,21,14,16,21,17,16,14,20,16,13,15
589,13,19,17,14,18,17,17,16,17,15,18,14,19,19,6,17
590,18,18,13,15,19,15,18,17,14,16,17,12,14,19,3,17
591,17,19,10,13,20,8,17,15,9,18,15,12,9,16,-3,16
592,16,17,1,11,18,3,17,13,2,15,15,11,3,14,-8,17
593,13,15,-5,10,16,-3,16,11,-3,9,10,10,-3,11,-16,15
594,10,12,-9,6,16,-8,13,9,-10,7,10,8,-8,7,-20,13
595,9,8,-16,3,12,-15,8,3,-17,4,3,3,-16,6,-23,11
596,6,7,-23,0,9,-20,8,1,-21,-1,0,0,-21,6,-28,8
597,2,4,-25,-2,5,-22,3,-3,-24,-2,-4,-3,-26,0,-30,5
598,-1,1,-28,-4,1,-27,0,-6,-28,-5,-4,-5,-30,-3,-30,2
599,-1,-2,-28,-6,-2,-30,-3,-7,-30,-9,-7,-7,-29,-6,-29,-1
600,-2,-3,-25,-5,-5,-29,-6,-6,-29,-10,-7,-8,-28,-7,-28,-3
601,-6,-6,-25,-4,-4,-26,-9,-8,-28,-9,-5,-8,-26,-8,-23,-8
602,-6,-6,-23,-6,-6,-23,-6,-11,-26,-8,-5,-9,-26,-8,-19,-11
603,-5,-5,-18,-3,-8,-21,-8,-8,-20,-6,-5,-9,-22,-7,-13,-8
604,-5,-3,-12,-1,-9,-13,-7,-5,-15,-5,-6,-6,-17,-6,-7,-8
605,-4,-4,-4,-1,-7,-8,-6,-6,-11,-2,-3,-7,-9,-4,1,-8
606,-2,-2,0,0,-5,-1,-4,-3,-4,-3,-3,-3,-3,-1,9,-8
607,4,0,6,4,-1,6,-2,0,5,-1,-1,-2,3,-2,15,-5
608,4,2,13,5,1,13,0,2,12,1,3,2,8,0,19,-3
609,3,2,17,7,4,17,3,3,16,5,4,4,13,5,23,-2
610,4,2,22,7,5,19,3,5,19,6,4,5,18,4,23,3
611,6,2,23,6,8,19,5,5,22,7,5,4,22,6,25,4
612,4,1,23,4,4,24,3,6,25,5,5,4,24,3,27,6
613,3,1,23,1,6,22,2,6,26,3,4,3,24,0,27,3
614,1,1,22,-1,2,22,1,2,27,0,2,2,24,2,21,4
615,-1,-1,19,-3,0,19,-1,1,23,-2,2,0,23,0,16,5
616,-4,-4,18,-8,2,17,-2,-1,20,-4,-3,-2,18,-1,10,1
617,-6,-4,13,-9,0,13,-3,-5,16,-7,-5,-7,14,-4,5,-2
618,-10,-8,6,-13,-4,8,-7,-10,11,-11,-7,-10,12,-6,2,-2
619,-14,-13,1,-15,-9,1,-8,-11,6,-12,-10,-10,6,-8,-4,-6
620,-16,-14,-4,-14,-9,-2,-9,-14,1,-14,-15,-11,2,-12,-8,-11
621,-16,-15,-9,-18,-14,-7,-13,-17,-4,-16,-18,-15,-2,-11,-13,-14
622,-16,-20,-14,-18,-18,-11,-15,-18,-10,-19,-19,-18,-7,-15,-15,-16
623,-18,-20,-14,-18,-16,-14,-18,-15,-11,-19,-21,-19,-12,-16,-17,-18
624,-20,-20,-19,-16,-16,-16,-20,-17,-15,-19,-19,-18,-16,-17,-17,-16
625,-22,-20,-20,-14,-15,-18,-19,-19,-14,-18,-19,-17,-16,-19,-16,-19
626,-19,-19,-17,-13,-20,-20,-21,-18,-19,-17,-16,-15,-18,-18,-14,-18
627,-17,-16,-18,-10,-15,-17,-16,-16,-18,-14,-16,-15,-18,-16,-13,-19
628,-15,-14,-15,-8,-13,-13,-14,-14,-17,-11,-13,-11,-16,-14,-6,-13
629,-10,-9,-14,-8,-14,-10,-12,-10,-16,-9,-11,-8,-12,-12,-3,-13
630,-8,-5,-10,-3,-12,-5,-11,-7,-11,-2,-3,-5,-10,-11,1,-10
631,-4,-1,-2,1,-8,-1,-6,-4,-7,2,-2,-2,-6,-5,3,-6
632,1,2,0,4,-6,2,-3,-1,-1,3,2,2,-1,-4,8,-4
633,6,5,6,9,-5,7,2,2,3,8,6,4,5,0,10,1
634,9,9,11,11,-1,9,4,9,8,12,10,11,6,5,14,2
635,13,11,15,13,3,12,8,11,10,13,13,13,12,9,13,7
636,17,16,18,14,5,16,14,14,13,17,15,16,14,10,14,10
637,18,18,21,17,8,16,14,16,15,20,17,16,15,16,15,13
638,19,21,19,17,11,16,18,18,17,19,18,21,15,16,15,13
639,20,21,19,20,15,18,16,20,18,19,20,20,16,18,14,15
640,22,22,14,19,18,15,17,21,16,17,20,21,14,18,8,19
641,21,21,14,18,20,12,16,19,15,18,22,20,11,18,7,18
642,19,19,11,17,21,9,15,19,13,16,19,19,8,19,4,17
643,18,19,8,17,20,4,16,18,10,13,19,18,7,15,1,18
644,16,16,3,14,21,1,14,16,5,13,16,14,1,14,1,17
645,14,14,-1,11,18,-1,14,15,2,12,13,12,0,13,-3,13
646,14,12,-3,12,14,-4,10,12,0,12,13,12,-2,13,-8,11
