,0,1,2,3,4,5,6,7,8,9,10
635,0,-1,-10,-3,-1,8,1,5,8,-8,1
636,3,-2,-14,-6,-2,9,-1,9,10,-6,-3
637,1,-5,-11,-2,-3,8,-1,9,10,-3,-1
638,0,-2,-13,-5,-2,11,-2,8,8,-6,6
639,6,-2,-8,-4,-4,5,-1,8,5,0,5
640,8,-3,-9,-3,-4,2,-2,13,5,3,5
641,3,-5,-7,-5,-7,1,-4,13,-3,4,1
642,0,-2,-4,-3,-2,-5,-2,6,-3,0,2
643,0,0,-5,0,-2,-3,-2,6,-3,-3,3
644,2,2,-2,0,2,-4,-1,3,-2,4,1
645,-1,5,1,4,4,-3,-2,-1,-1,4,2
646,-2,4,2,3,3,-2,-3,-4,-1,4,1
647,-2,6,6,5,7,-1,-1,-10,5,5,2
648,-3,6,7,8,5,3,-3,-10,0,0,1
649,-3,6,8,6,5,-2,-1,-11,2,2,0
650,-4,5,10,4,4,-4,1,-10,0,-1,-1
651,-2,1,13,3,1,-3,0,-7,-3,2,-2
652,-4,3,13,3,4,-6,-1,-6,-3,1,2
653,-4,2,12,0,0,-4,-2,2,-4,2,3
654,1,0,12,0,3,-3,0,0,-1,2,3
655,4,-1,13,3,0,1,-2,-3,3,4,8
656,6,-1,10,0,0,9,0,-4,3,8,9
657,9,-2,7,1,2,13,4,-6,11,9,8
658,8,-4,3,3,0,16,1,-2,13,9,3
659,6,-2,4,2,3,16,0,-4,11,9,5
660,3,0,-2,0,1,11,1,-4,11,6,6
661,5,-5,-7,1,-4,6,3,2,5,6,3
662,7,-4,-6,1,-3,-1,1,5,2,3,8
663,7,-6,-11,-5,-4,1,2,9,-3,6,6
664,5,-5,-9,-4,-3,-3,3,9,-3,7,5
665,6,-6,-6,-4,-6,-3,3,9,-2,4,8
666,9,-6,-6,-2,-4,-4,4,8,-6,10,8
667,10,-4,-5,-2,-4,-5,4,1,-3,10,10
668,11,-6,-9,-2,-6,-4,4,-2,-1,10,2
669,10,-4,-7,0,-1,0,5,-4,2,6,4
670,7,-1,-10,-1,0,2,3,-3,-1,5,2
671,6,1,-12,-1,0,0,2,-5,-3,6,-3
672,1,2,-9,1,2,-7,1,-7,-5,-2,-8
673,-2,0,-6,1,2,-9,-2,-5,-10,-8,-12
674,-3,3,-2,1,6,-12,-3,-8,-14,-9,-8
675,-4,4,-1,2,3,-14,-7,-7,-16,-7,-8
676,-2,6,5,5,4,-12,-6,-5,-15,-4,-6
677,-6,8,7,8,5,-8,-7,-4,-11,-6,-4
678,-3,8,9,6,4,-2,-8,-5,-7,-2,-7
679,-2,8,13,5,7,-3,-2,-9,-3,-2,-4
680,-5,8,12,2,7,0,-5,-5,-2,-2,-8
681,-10,8,12,2,5,0,2,-5,2,-6,-13
682,-15,9,9,4,4,2,1,-5,5,-10,-14
683,-16,5,9,1,4,3,3,-1,5,-12,-16
684,-17,6,7,5,3,4,6,-4,5,-12,-12
685,-18,2,7,3,0,7,3,3,6,-12,-11
686,-16,0,9,2,1,6,7,6,5,-9,-9
687,-10,0,7,1,0,3,4,9,6,-9,-3
688,-4,-1,8,1,-2,7,1,12,7,-3,2
689,-2,1,6,2,1,9,2,14,13,1,8
690,5,-2,2,-2,-3,14,3,17,17,8,9
691,5,-2,4,-4,-1,15,4,16,17,10,9
692,4,-1,-3,-5,-3,13,6,12,16,7,5
693,6,-6,-1,-4,-2,11,7,11,14,5,2
694,4,-3,-3,-3,-2,11,11,11,14,0,3
695,6,-3,-7,-3,-4,7,6,7,6,4,1
696,7,-2,-6,-4,-2,2,8,5,3,3,2
697,8,-3,-10,-3,-3,3,5,8,1,2,3
698,12,-6,-9,0,-2,0,6,7,-2,6,5
699,10,-4,-10,-2,-1,-3,3,7,-4,8,11
700,16,-3,-8,-5,-1,-4,3,4,-4,11,8
701,13,-1,-4,-1,-1,-5,2,-2,1,10,6
702,9,0,-2,-1,0,-3,-3,-8,-2,5,5
703,10,1,0,-1,3,-5,-2,-10,-3,6,7
704,11,2,1,0,1,-9,-4,-11,-5,9,6
705,11,0,2,0,0,-9,-8,-12,-9,7,3
706,5,2,6,1,3,-9,-5,-16,-8,3,5
707,2,2,3,0,0,-9,-7,-11,-7,3,4
708,3,2,5,-1,-2,-8,-9,-10,-9,3,1
709,0,2,8,1,-1,-9,-10,-9,-6,0,0
710,0,2,9,-4,0,-5,-7,-10,-8,1,-2
711,-1,4,8,2,0,-4,-1,-10,-3,1,2
712,2,0,3,0,-1,-1,0,-5,-2,-1,3
713,2,1,4,1,1,0,3,-6,-2,4,2
714,3,3,1,1,-1,1,-2,-5,2,0,0
715,4,-1,1,-1,-2,4,-2,-3,5,2,1
716,4,2,4,5,2,5,0,1,5,6,9
717,10,1,4,-1,0,8,0,6,2,11,10
718,4,-2,6,0,3,4,3,2,4,12,1
719,0,1,5,3,4,6,-1,3,7,4,-2
720,0,-1,8,1,5,8,0,2,6,0,2
721,-1,1,1,0,5,6,1,0,8,4,3
722,-1,0,-4,-2,2,7,0,2,8,1,0
723,-2,0,-6,2,4,8,3,-1,7,-4,-3
724,-6,0,-9,1,3,11,2,3,9,-7,0
725,3,0,-10,1,0,11,4,4,9,-1,2
726,4,3,-10,3,3,8,6,7,10,-2,8
727,3,-2,-9,0,2,9,3,8,2,0,3
728,-1,2,-8,3,2,4,4,9,4,-2,0
729,-6,1,-5,0,1,-1,3,10,1,-9,-3
730,-8,2,-1,2,2,-3,3,11,-6,-11,-7
731,-10,4,-2,3,4,-9,-1,9,-10,-13,-7
732,-9,1,-2,1,1,-10,-3,3,-15,-11,-13
733,-12,1,1,3,1,-12,-2,-3,-12,-14,-11
734,-10,4,0,3,2,-8,-3,-2,-12,-15,-6
735,-5,1,-1,3,4,-10,-2,-6,-9,-7,-8
736,-6,3,-2,3,2,-10,-2,-4,-9,-9,-7
737,-4,2,0,1,0,-5,-2,-6,-6,-6,-7
738,-6,2,3,3,1,-2,1,-7,0,-8,-2
739,-2,3,2,1,1,-2,-3,-3,-1,-4,-4
740,-1,3,10,4,3,1,1,-4,-1,-1,-5
741,-8,6,12,4,2,2,-3,-4,2,-5,-5
742,-5,4,13,2,0,6,-3,-4,2,-7,-3
743,-5,4,14,3,-2,3,-2,-3,4,-3,4
744,6,-1,12,-1,-3,6,-3,3,6,2,4
745,3,-1,10,-3,-6,6,-4,0,7,4,4
746,3,-1,5,-4,-6,6,-4,-1,6,4,7
747,9,-5,1,-7,-8,7,-3,3,5,7,10
748,12,-5,1,-4,-8,6,0,4,5,12,17
749,14,-9,-1,-6,-6,8,0,8,7,16,14
750,12,-4,1,-5,-5,8,3,10,9,16,12
751,7,-4,-1,-3,-3,9,3,12,11,11,8
752,5,-3,-1,-1,-3,9,2,11,9,12,2
753,2,1,2,0,1,4,4,12,8,3,5
754,3,-1,-2,-4,0,2,5,11,5,3,3
755,3,-2,-1,3,1,2,5,5,5,3,5
756,4,-2,-2,-2,1,2,2,3,1,3,9
757,8,-2,-2,-5,-4,0,3,2,-3,7,8
758,10,-5,-5,-6,-2,-5,1,-1,-2,9,8
759,9,-8,-7,-5,-5,-6,-2,-3,-8,9,4
760,5,-7,-6,-2,1,-9,1,-4,-5,7,6
761,8,-5,-6,0,-1,-5,-2,-2,-4,7,2
762,4,-3,-2,2,1,-6,-2,-4,-4,5,-4
763,-6,2,-3,6,5,-2,0,-6,-4,-3,-7
764,-8,1,-3,5,2,-3,0,-6,-5,-7,-14
765,-10,4,1,8,6,-3,0,-9,2,-9,-11
766,-6,2,1,6,3,-1,-3,-8,-1,-8,-6
767,1,2,5,3,3,-1,-1,-9,-3,-1,-2
768,2,2,1,2,2,-1,-2,-9,-3,-1,3
769,8,1,0,0,3,2,-4,-4,-3,2,2
770,7,0,5,1,5,3,-2,-4,-1,6,9
771,11,3,1,-1,5,5,-2,2,-3,11,5
772,6,4,1,1,6,0,3,3,-1,9,1
773,-2,5,2,4,7,0,4,2,-1,1,-2
774,-3,6,1,4,5,3,6,3,-3,-3,-6
775,-9,7,2,6,6,2,8,0,-2,-7,-7
776,-8,7,1,4,5,2,5,3,-1,-7,-7
777,-10,8,3,4,6,5,8,-1,6,-9,-5
778,-8,8,0,3,3,8,5,-3,8,-7,2
779,-2,3,2,3,2,10,7,4,9,1,3
780,0,5,2,5,4,9,5,4,11,2,10
781,1,3,0,2,4,7,6,8,7,6,8
782,2,2,-2,3,3,6,5,9,8,8,7
783,2,3,-2,4,2,4,1,11,5,6,3
784,-1,5,-1,7,4,4,-1,9,2,4,-4
785,-7,6,-1,8,4,1,1,5,0,-4,-5
786,-10,3,-2,5,1,-2,2,2,-5,-8,-13
787,-13,6,1,3,3,-2,4,-1,-4,-11,-11
788,-12,4,0,2,-1,-3,-1,-1,-6,-12,-8
789,-4,0,1,0,0,-3,-2,-2,-5,-7,-5
790,-3,1,4,-2,0,-7,-3,-1,-4,-5,-1
791,1,-4,2,-3,-5,-5,-8,0,-8,-3,-4
792,1,-4,5,-3,-4,-9,-12,-1,-6,0,2
793,4,-4,5,-3,-4,-10,-15,3,-10,2,2
794,8,-5,5,-3,-2,-9,-15,2,-10,4,1
795,2,-4,6,-2,-3,-10,-12,-2,-8,-1,-2
796,-2,-4,2,-6,-6,-7,-11,-4,-7,-3,-7
797,-6,-3,2,-6,-7,-5,-6,-6,-1,-8,-7
798,-3,-2,-2,-7,-6,-1,-10,-6,-2,-8,-2
799,2,-5,-1,-8,-5,1,-5,-7,1,-3,1
800,3,-3,0,-7,-8,1,-5,-2,3,1,2
801,10,-8,0,-8,-12,3,-1,4,6,2,7
802,11,-7,1,-8,-9,4,-2,6,6,6,11
803,14,-9,-2,-10,-8,3,-2,9,1,13,13
804,15,-7,0,-8,-5,0,2,10,5,17,14
805,15,-4,0,-4,-3,1,3,12,5,13,11
806,13,-3,1,-6,-1,5,0,8,0,13,8
807,7,-1,0,-2,3,4,2,3,5,11,9
808,8,-1,-1,-3,0,7,5,2,10,9,4
809,6,1,2,1,4,6,8,-6,9,9,3
810,5,2,-1,1,0,7,5,-7,7,6,3
811,6,-1,0,-1,2,9,3,-6,9,7,3
812,6,1,2,4,4,5,4,-5,12,10,7
813,9,1,-1,4,1,10,5,-3,5,11,7
814,6,4,3,2,4,4,5,-2,6,10,8
815,5,6,-1,4,3,3,2,2,5,6,4
816,3,2,2,5,3,1,0,0,3,2,1
817,-4,7,1,5,5,0,4,-3,3,-3,-1
818,-6,7,0,4,5,-1,3,-1,2,-5,-7
819,-9,9,1,4,6,0,2,-6,1,-10,-7
820,-10,8,0,5,5,-1,-2,-6,-2,-11,-8
821,-10,5,4,3,6,-3,0,-11,-6,-12,-8
822,-14,5,0,5,6,-5,-1,-10,-7,-13,-8
823,-8,1,-1,5,5,-6,-1,-8,-9,-12,-7
824,-6,5,1,5,8,-5,-1,-7,-6,-9,-3
825,-3,7,-2,2,6,-2,0,0,-4,-5,-3
826,-3,7,1,4,8,-5,3,-1,-1,-1,-4
827,-7,7,0,4,5,0,3,0,-2,-5,-4
828,-7,3,-2,0,3,3,6,2,-1,-4,-9
829,-7,3,1,2,3,1,10,0,2,-7,-9
830,-9,2,0,4,-1,0,8,-1,-1,-9,-9
831,-10,0,2,-1,2,3,13,-2,2,-7,-4
832,-5,1,0,0,-2,4,11,-1,3,-4,-3
833,0,-3,0,-1,-5,2,10,-3,0,-3,-2
834,-3,1,1,2,-1,-1,6,1,0,-1,3
835,2,-2,-1,-2,0,2,5,8,-1,2,3
836,2,-1,2,1,0,0,6,11,2,7,5
837,4,0,-1,2,-2,-2,1,15,4,3,7
838,6,3,2,0,1,3,0,11,1,5,6
839,2,6,2,5,3,-1,-1,10,0,4,7
840,5,2,2,0,-1,1,-1,8,0,4,4
841,5,1,5,-1,-1,-2,0,6,1,6,6
842,2,1,1,-3,-2,-1,-3,4,1,2,2
843,3,-3,3,-2,-1,0,-4,0,-1,3,0
844,0,-1,6,0,0,-5,-3,0,0,1,4
845,4,-5,4,-2,-2,-4,-9,2,-4,3,2
846,2,-4,4,1,0,-7,-11,0,-3,5,3
847,-1,-2,1,3,-3,-7,-13,0,-6,4,-1
848,0,-2,3,0,-1,-9,-11,1,-8,-1,-2
849,-4,1,4,1,0,-9,-10,0,-6,-3,-1
850,-1,-2,4,-1,-2,-3,-11,-3,-7,2,-2
851,-2,-2,3,-1,0,-3,-10,-5,-1,1,0
852,1,-3,1,-2,-3,2,-12,-4,-2,2,0
853,2,-7,1,-6,-5,3,-11,-7,2,4,1
854,1,-7,0,-9,-5,4,-11,-8,4,2,1
855,4,-9,-3,-10,-7,5,-10,-6,6,1,1
856,1,-7,-4,-5,-4,6,-10,-6,7,-1,3
857,4,-10,-5,-9,-6,5,-10,-3,4,1,5
858,7,-7,-1,-5,-5,3,-4,-1,3,6,6
859,9,-7,-5,-1,-5,4,-3,-1,2,9,7
860,11,-7,-5,-4,-4,3,2,1,-2,9,7
861,8,-2,-3,-1,-4,-2,6,3,-2,6,7
862,12,-3,-4,-1,-3,5,7,4,0,6,5
863,11,-1,-1,-1,-3,9,9,-2,4,7,5
864,9,2,-4,-1,0,10,9,-2,10,6,4
865,12,-1,-4,0,-1,11,11,-2,9,5,3
866,7,1,-2,3,2,7,13,0,10,4,4
867,3,2,-4,0,3,11,11,3,6,3,2
868,2,8,2,4,5,8,14,0,7,3,1
869,1,6,0,5,5,5,15,4,4,1,-1
870,-4,6,2,5,4,-1,16,6,-1,1,-3
871,-8,9,4,7,10,-2,15,7,-1,-4,-2
872,-6,8,3,8,7,1,14,6,0,0,-6
873,-7,12,5,9,10,-1,12,2,2,-4,-4
874,-10,8,5,9,9,-3,7,2,0,-8,-6
875,-10,10,7,8,6,-4,7,-1,0,-5,-5
876,-10,11,8,10,9,-5,5,-5,-1,-6,-5
877,-8,9,9,10,6,-1,2,-7,-3,-4,-5
878,-9,9,9,8,7,-5,1,-13,0,-4,-5
879,-8,7,3,8,4,-5,-4,-7,-3,-6,-8
880,-9,5,4,7,4,-6,-6,-10,-2,-5,-8
881,-12,3,6,6,7,-5,-5,-8,-3,-10,-10
882,-11,2,1,4,4,0,-4,-7,-5,-9,-14
883,-12,3,3,6,3,-3,-4,-5,1,-12,-10
884,-7,2,4,2,0,-2,-5,1,-4,-13,-6
885,-2,-2,5,-3,-1,1,-5,1,0,-5,-1
886,-2,-1,4,-2,-1,2,-5,0,3,-1,0
887,2,-4,2,-4,-3,2,-2,4,3,0,1
888,2,-3,1,-7,-4,-1,-3,2,0,-1,2
889,4,-6,-1,-9,-6,2,1,5,-4,0,2
890,6,-8,-1,-9,-9,1,3,4,2,2,5
891,3,-8,-3,-11,-8,1,2,7,2,2,4
892,7,-10,-7,-13,-6,2,4,9,0,5,3
893,6,-8,-10,-9,-6,0,4,7,1,5,4
894,8,-10,-10,-12,-6,3,5,9,1,5,5
895,8,-9,-6,-8,-4,2,4,7,2,8,7
896,6,-5,-4,-7,-1,4,1,6,2,7,6
897,8,-7,-3,-7,-1,1,2,7,2,9,4
898,9,-3,-2,-3,0,1,-1,4,3,7,9
899,12,-2,-1,-2,0,6,-5,4,2,9,6
900,8,0,-1,1,1,3,-7,-2,3,10,5
901,7,1,-1,0,2,-2,-10,-4,-1,5,5
902,7,1,-2,-1,0,-4,-8,-4,-2,5,4
903,5,5,-1,0,1,-3,-11,-4,-2,3,4
904,2,4,1,0,-2,-1,-10,-6,-4,1,0
905,-2,4,5,-2,-1,0,-7,-8,0,-1,1
906,-2,3,1,1,-6,1,-9,-8,0,-1,0
907,-1,2,4,-1,-3,0,-10,-7,1,-2,-1
908,-3,4,4,0,-1,2,-8,-3,2,-4,0
909,-2,0,6,-1,-3,2,-10,0,1,-1,1
910,-1,0,6,-1,0,0,-8,-1,1,-2,5
911,2,-1,5,-3,-1,-4,-12,4,0,-2,3
912,1,-2,4,-5,-3,-4,-8,6,0,0,7
913,0,-2,3,-3,-4,-4,-10,6,-3,-2,5
914,2,-6,-1,-4,-6,-5,-8,2,-4,1,-1
915,-1,-3,0,-4,-5,-3,0,3,0,-1,1
916,0,-5,-2,-3,-7,1,3,4,1,-4,1
917,-2,-6,2,-1,-5,5,10,-2,5,0,2
918,-2,-2,2,-2,-3,6,14,-1,7,-1,0
919,2,-2,1,0,-1,7,16,-1,5,2,1
920,-1,0,5,6,3,6,18,-3,8,1,5
921,2,5,5,4,2,7,20,-1,6,4,3
922,2,3,5,5,6,5,20,-2,7,7,2
923,0,3,2,8,3,6,17,3,5,3,-2
924,-3,1,2,5,3,7,15,6,2,4,-4
925,-3,7,1,4,6,3,15,6,1,-2,-1
926,2,5,1,5,5,3,12,7,3,0,-5
927,0,6,5,7,7,1,12,1,1,-2,-5
928,-5,10,2,6,8,0,11,1,-5,-3,-2
929,-1,9,6,7,9,-1,13,1,-3,1,-1
930,1,13,6,13,10,-1,15,-2,-2,-3,2
931,-1,12,8,11,12,1,9,-3,-6,1,0
932,-3,14,9,15,14,-4,3,-4,-5,-1,-1
933,-3,11,4,15,11,-4,-1,-2,-6,-4,-6
934,-4,9,4,11,8,-5,-5,-5,-7,-4,-5
935,-7,9,4,8,6,-2,-9,-6,-7,-7,-4
936,-6,5,0,4,2,-2,-12,-4,-3,-3,-10
937,-8,2,2,6,2,-4,-13,-4,1,-10,-10
938,-9,4,-1,3,0,-3,-15,-5,-3,-10,-11
939,-7,2,-1,0,2,-3,-11,-8,-2,-7,-7
940,-6,-1,-1,1,-2,-6,-12,-9,-1,-9,-6
941,-4,-3,-1,-2,-4,-5,-12,-5,-2,-7,-5
942,-3,-2,-1,-2,-2,-6,-7,-5,-2,-6,3
943,6,0,-4,-4,-6,-2,-9,-1,0,4,6
944,5,-7,-2,-7,-8,0,-7,2,5,10,8
945,5,-8,-3,-8,-9,0,-13,3,2,4,8
946,8,-13,-6,-14,-13,4,-10,4,0,7,9
947,9,-13,-7,-14,-13,2,-8,5,3,11,11
948,10,-13,-13,-13,-15,5,-9,5,4,11,6
949,5,-13,-7,-12,-13,5,-4,4,4,9,4
950,3,-10,-7,-13,-11,3,-4,4,6,4,4
951,6,-12,-6,-11,-11,2,0,6,4,1,4
952,6,-10,-3,-8,-5,3,5,6,6,5,8
953,6,-7,-8,-7,-3,6,5,10,6,7,4
954,3,-7,-3,-1,-2,5,9,6,6,4,3
955,6,-5,-3,3,-1,6,7,8,5,4,7
956,10,-4,-2,4,-1,6,6,4,5,9,9
957,10,-1,-1,4,1,4,5,7,3,10,7
958,11,-2,1,3,4,2,0,8,0,9,6
959,11,1,6,5,7,1,5,5,-1,6,5
